name,price,position,dob,nationality,height,foot,join_date,contract_expiration,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Jordi Osei-Tutu,€1.50m,Right-Back,"Oct 2, 1998 (24)",England,"1,76m",right,"Jul 1, 2022","Jun 30, 2025",652.0,18,6,20.0,15.0,11.0,5.0,4.0,5.0,9.0,7.0,0.0,13.0,7.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,20.0,3.0,0.0,0.0,0.0,41.0,5.0,11.0,69.0,86.0,41.0,59.0,10.0,19.0,0.0,0.3,4.0,9.0,5.0,2.0,17.0,14.0,75.0,106.0,124.0,21.0,23.0,10.0,12.0,164.0,1453.0,661.0,21.0,10.0,8.0,25.0,10.0,0.0,12.0,5.0,0.0,19.9,0.0,0.0,0.0,0.7
Saidy Janko,€1.00m,Right-Back,"Oct 22, 1995 (27)",The Gambia,"1,81m",right,"Jul 1, 2022","Jun 30, 2023",806.0,15,9,18.0,11.0,12.0,4.0,2.0,4.0,10.0,22.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,5.0,0.0,0.0,2.0,0.0,49.0,9.0,10.0,112.0,146.0,93.0,130.0,27.0,51.0,0.0,0.2,2.0,22.0,3.0,0.0,25.0,37.0,139.0,237.0,83.0,1.0,21.0,14.0,5.0,186.0,1374.0,648.0,19.0,18.0,1.0,16.0,10.0,0.0,1.0,0.0,0.0,21.9,0.0,0.0,0.0,0.0
Cristian Gamboa,€700k,Right-Back,"Oct 24, 1989 (33)",Costa Rica,"1,75m",right,"Aug 27, 2019","Jun 30, 2024",1272.0,15,15,37.0,20.0,26.0,10.0,1.0,6.0,14.0,31.0,1.0,26.0,18.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,4.0,2.0,0.0,1.0,1.0,78.0,11.0,9.0,142.0,173.0,161.0,233.0,82.0,152.0,0.0,0.7,9.0,46.0,14.0,9.0,47.0,51.0,264.0,331.0,121.0,2.0,9.0,3.0,4.0,274.0,1223.0,596.0,7.0,7.0,1.0,9.0,4.0,0.0,7.0,1.0,0.0,30.0,0.0,0.0,0.0,0.1
Jacek Goralski,€1.00m,Defensive Midfield,"Sep 21, 1992 (30)",Poland,"1,72m",right,"Jul 1, 2022","Jun 30, 2024",146.0,4,2,6.0,3.0,3.0,3.0,0.0,0.0,3.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,14.0,17.0,12.0,12.0,3.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,5.0,22.0,33.0,4.0,0.0,0.0,0.0,0.0,25.0,123.0,65.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Anthony Losilla,€500k,Defensive Midfield,"Mar 10, 1986 (37)",France,"1,85m",right,"Jul 1, 2014","Jun 30, 2024",2013.0,23,23,55.0,37.0,26.0,23.0,6.0,8.0,27.0,49.0,0.0,29.0,22.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,32.0,12.0,3.0,0.0,1.0,0.0,155.0,64.0,64.0,234.0,310.0,209.0,295.0,47.0,92.0,2.0,0.6,9.0,46.0,4.0,2.0,71.0,63.0,275.0,551.0,168.0,21.0,13.0,5.0,7.0,312.0,1388.0,539.0,12.0,13.0,1.0,18.0,9.0,0.0,15.0,4.0,0.0,16.1,0.0,0.0,0.0,0.9
Pierre Kunde,€2.00m,Central Midfield,"Jul 26, 1995 (27)",Cameroon,"1,80m",right,"Jan 6, 2023","Jun 30, 2023",320.0,8,3,10.0,5.0,2.0,8.0,0.0,1.0,4.0,7.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,39.0,4.0,4.0,41.0,57.0,39.0,64.0,8.0,35.0,0.0,0.1,2.0,12.0,2.0,1.0,14.0,9.0,47.0,129.0,47.0,3.0,9.0,5.0,4.0,97.0,542.0,242.0,6.0,6.0,0.0,10.0,2.0,1.0,4.0,1.0,0.25,24.7,0.0,0.0,0.0,0.3
Patrick Osterhage,€1.50m,Central Midfield,"Feb 1, 2000 (23)",Germany,"1,86m",left,"Jul 1, 2021","Jun 30, 2026",640.0,17,6,16.0,14.0,6.0,8.0,2.0,3.0,8.0,16.0,0.0,8.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,42.0,8.0,18.0,90.0,116.0,56.0,74.0,9.0,17.0,0.0,0.4,3.0,10.0,6.0,3.0,19.0,21.0,99.0,151.0,80.0,10.0,11.0,3.0,7.0,157.0,739.0,260.0,4.0,8.0,1.0,13.0,5.0,0.0,4.0,0.0,0.0,21.0,0.0,0.0,0.0,0.2
Kevin Stöger,€2.50m,Attacking Midfield,"Aug 27, 1993 (29)",Austria,"1,75m",left,"Jul 1, 2022","Jun 30, 2024",1936.0,24,22,59.0,29.0,25.0,25.0,9.0,4.0,21.0,15.0,0.0,97.0,59.0,27.0,2.0,4.0,4.0,1.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,31.0,45.0,0.0,0.0,0.0,0.0,140.0,10.0,28.0,378.0,459.0,302.0,414.0,123.0,240.0,1.0,5.4,50.0,112.0,32.0,8.0,148.0,25.0,215.0,816.0,403.0,26.0,41.0,18.0,15.0,668.0,3242.0,1440.0,28.0,20.0,2.0,28.0,29.0,2.0,34.0,7.0,0.03,24.9,5.0,1.0,1.0,2.4
Philipp Förster,€2.00m,Attacking Midfield,"Feb 4, 1995 (28)",Germany,"1,88m",left,"Jul 1, 2022","Jun 30, 2024",1024.0,20,12,24.0,16.0,10.0,10.0,4.0,0.0,4.0,4.0,0.0,26.0,16.0,9.0,0.0,0.0,1.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,64.0,6.0,10.0,164.0,190.0,97.0,131.0,28.0,56.0,5.0,2.0,15.0,36.0,13.0,4.0,47.0,11.0,65.0,259.0,204.0,16.0,13.0,4.0,8.0,239.0,1297.0,618.0,15.0,14.0,2.0,16.0,13.0,2.0,12.0,5.0,0.17,20.8,2.0,0.0,0.0,0.7
Gerrit Holtmann,€4.50m,Left Winger,"Mar 25, 1995 (27)",Philippines,"1,85m",left,"Aug 24, 2020","Jun 30, 2025",854.0,18,8,12.0,6.0,6.0,5.0,1.0,1.0,2.0,2.0,0.0,17.0,14.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,53.0,14.0,19.0,96.0,124.0,33.0,60.0,5.0,22.0,1.0,0.8,10.0,4.0,8.0,4.0,8.0,1.0,42.0,135.0,216.0,33.0,37.0,12.0,23.0,203.0,1725.0,780.0,34.0,21.0,6.0,27.0,13.0,1.0,25.0,13.0,0.04,19.6,0.0,0.0,0.0,2.1
Christopher Antwi-Adjei,€1.00m,Left Winger,"Feb 7, 1994 (29)",Ghana,"1,74m",right,"Jul 1, 2021","Jun 30, 2024",1216.0,20,13,16.0,11.0,4.0,5.0,7.0,0.0,3.0,5.0,0.0,52.0,29.0,9.0,4.0,3.0,7.0,0.0,10.0,5.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,11.0,23.0,12.0,1.0,0.0,0.0,69.0,10.0,30.0,124.0,159.0,84.0,142.0,21.0,58.0,6.0,2.3,22.0,8.0,19.0,9.0,18.0,2.0,45.0,173.0,373.0,42.0,50.0,18.0,26.0,334.0,2211.0,899.0,39.0,27.0,11.0,66.0,25.0,2.0,20.0,6.0,0.1,18.8,0.0,0.0,0.0,2.0
Takuma Asano,€4.00m,Right Winger,"Nov 10, 1994 (28)",Japan,"1,73m",right,"Jul 1, 2021","Jun 30, 2024",1005.0,16,13,7.0,4.0,2.0,2.0,3.0,1.0,6.0,2.0,0.0,30.0,19.0,1.0,2.0,2.0,6.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,19.0,5.0,0.0,0.0,0.0,45.0,10.0,21.0,92.0,117.0,48.0,63.0,3.0,8.0,2.0,1.1,12.0,11.0,8.0,2.0,19.0,4.0,34.0,127.0,172.0,40.0,22.0,6.0,11.0,207.0,1273.0,523.0,17.0,11.0,7.0,30.0,21.0,1.0,29.0,10.0,0.03,18.6,0.0,0.0,0.0,2.6
Philipp Hofmann,€2.50m,Centre-Forward,"Mar 30, 1993 (29)",Germany,"1,95m",left,"Jul 1, 2022","Jun 30, 2024",1897.0,25,22,10.0,7.0,0.0,6.0,4.0,6.0,6.0,26.0,0.0,45.0,33.0,0.0,2.0,3.0,6.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,35.0,29.0,11.0,0.0,0.0,0.0,66.0,150.0,119.0,210.0,322.0,91.0,171.0,11.0,16.0,1.0,2.6,20.0,27.0,11.0,0.0,50.0,34.0,46.0,385.0,301.0,79.0,16.0,8.0,6.0,326.0,999.0,266.0,7.0,7.0,3.0,40.0,30.0,7.0,34.0,15.0,0.21,14.0,0.0,0.0,0.0,5.7
Simon Zoller,€1.10m,Centre-Forward,"Jun 26, 1991 (31)",Germany,"1,79m",right,"Jan 1, 2019","Jun 30, 2024",1275.0,19,17,8.0,2.0,2.0,6.0,0.0,1.0,6.0,19.0,0.0,16.0,14.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,8.0,6.0,0.0,1.0,0.0,48.0,14.0,19.0,110.0,156.0,60.0,97.0,13.0,19.0,1.0,0.5,7.0,15.0,3.0,0.0,18.0,21.0,56.0,196.0,160.0,47.0,5.0,0.0,2.0,179.0,615.0,206.0,7.0,1.0,5.0,16.0,5.0,3.0,26.0,8.0,0.12,12.8,0.0,0.0,0.0,3.8
Moritz Broschinski,€175k,Centre-Forward,"Sep 23, 2000 (22)",Germany,"1,90m",right,"Jan 22, 2023","Jun 30, 2026",100.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,12.0,16.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,16.0,24.0,11.0,1.0,0.0,1.0,34.0,169.0,80.0,5.0,0.0,4.0,9.0,3.0,1.0,3.0,2.0,0.33,14.3,0.0,0.0,0.0,0.4
Oliver Christensen,€4.50m,Goalkeeper,"Mar 22, 1999 (23)",Denmark,"1,90m",right,"Aug 26, 2021","Jun 30, 2026",2250.0,25,25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,44.0,4.0,2.0,103.0,103.0,278.0,284.0,229.0,537.0,0.0,0.1,0.0,11.0,0.0,0.0,2.0,750.0,984.0,7.0,0.0,0.0,2.0,1.0,1.0,546.0,2898.0,1522.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Tjark Ernst,€400k,Goalkeeper,"Mar 15, 2003 (20)",Germany,"1,93m",both,"Sep 1, 2022","Jun 30, 2026",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rune Jarstein,€300k,Goalkeeper,"Sep 29, 1984 (38)",Norway,"1,92m",right,"Jan 1, 2014","Jun 30, 2023",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agustín Rogel,€4.50m,Centre-Back,"Oct 17, 1997 (25)",Uruguay,"1,91m",right,"Aug 31, 2022","Jun 30, 2026",1103.0,14,12,17.0,9.0,12.0,5.0,0.0,4.0,11.0,43.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,4.0,1.0,0.0,0.0,0.0,44.0,29.0,22.0,97.0,125.0,216.0,252.0,43.0,79.0,1.0,0.1,1.0,10.0,0.0,0.0,19.0,69.0,327.0,240.0,15.0,8.0,0.0,0.0,0.0,250.0,1063.0,546.0,1.0,1.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,7.6,0.0,0.0,0.0,0.8
Filip Uremovic,€4.00m,Centre-Back,"Feb 11, 1997 (26)",Croatia,"1,84m",right,"Jul 1, 2022","Jun 30, 2026",1297.0,16,15,25.0,14.0,17.0,7.0,1.0,9.0,25.0,65.0,2.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,19.0,5.0,0.0,0.0,3.0,0.0,60.0,48.0,29.0,131.0,163.0,270.0,303.0,24.0,63.0,0.0,0.2,2.0,11.0,2.0,1.0,11.0,82.0,406.0,278.0,27.0,14.0,2.0,2.0,0.0,315.0,1563.0,557.0,0.0,0.0,0.0,7.0,4.0,0.0,7.0,3.0,0.0,10.8,0.0,0.0,0.0,0.8
Márton Dárdai,€4.00m,Centre-Back,"Feb 12, 2002 (21)",Germany,"1,88m",left,"Jul 1, 2020","Jun 30, 2025",443.0,10,4,7.0,4.0,3.0,4.0,0.0,1.0,6.0,26.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,26.0,10.0,6.0,37.0,47.0,60.0,82.0,16.0,54.0,0.0,0.1,3.0,9.0,0.0,0.0,15.0,23.0,125.0,108.0,9.0,3.0,2.0,2.0,0.0,113.0,595.0,390.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,0.5,22.2,0.0,0.0,0.0,0.1
Maximilian Mittelstädt,€2.00m,Left-Back,"Mar 18, 1997 (26)",Germany,"1,80m",left,"Aug 19, 2015","Jun 30, 2027",643.0,13,5,32.0,15.0,24.0,6.0,2.0,1.0,20.0,24.0,0.0,19.0,12.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,8.0,0.0,0.0,1.0,0.0,68.0,8.0,9.0,157.0,179.0,91.0,140.0,18.0,62.0,0.0,0.9,9.0,22.0,7.0,4.0,28.0,27.0,175.0,245.0,111.0,7.0,24.0,12.0,10.0,204.0,1327.0,683.0,20.0,16.0,4.0,9.0,7.0,0.0,6.0,2.0,0.0,23.4,0.0,0.0,0.0,0.3
Marvin Plattenhardt,€2.00m,Left-Back,"Jan 26, 1992 (31)",Germany,"1,81m",left,"Jul 1, 2014","Jun 30, 2023",1735.0,22,21,32.0,24.0,19.0,10.0,3.0,7.0,10.0,50.0,0.0,48.0,18.0,26.0,1.0,0.0,3.0,0.0,6.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,17.0,27.0,1.0,1.0,0.0,0.0,84.0,14.0,11.0,289.0,329.0,233.0,347.0,66.0,200.0,2.0,3.4,27.0,27.0,6.0,4.0,65.0,59.0,316.0,511.0,276.0,7.0,15.0,2.0,9.0,456.0,1814.0,948.0,20.0,19.0,5.0,13.0,6.0,0.0,6.0,1.0,0.0,27.4,3.0,0.0,0.0,0.2
Jonjoe Kenny,€4.00m,Right-Back,"Mar 15, 1997 (26)",England,"1,76m",right,"Jul 1, 2022","Jun 30, 2025",1643.0,22,18,36.0,26.0,19.0,15.0,2.0,6.0,34.0,49.0,0.0,34.0,25.0,4.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,119.0,19.0,14.0,273.0,327.0,315.0,403.0,75.0,147.0,1.0,1.2,11.0,66.0,7.0,5.0,74.0,52.0,370.0,564.0,205.0,11.0,15.0,8.0,4.0,538.0,2471.0,1221.0,23.0,21.0,4.0,20.0,7.0,0.0,6.0,1.0,0.0,24.9,0.0,0.0,0.0,0.3
Peter Pekarik,€500k,Right-Back,"Oct 30, 1986 (36)",Slovakia,"1,77m",right,"Aug 31, 2012","Jun 30, 2023",88.0,3,1,3.0,3.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,14.0,16.0,13.0,17.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,24.0,20.0,7.0,0.0,0.0,0.0,0.0,19.0,136.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Julian Eitschberger,€250k,Right-Back,"Mar 5, 2004 (19)",Germany,"1,79m",right,"Jul 1, 2022","Jun 30, 2026",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Tousart,€11.00m,Defensive Midfield,"Apr 29, 1997 (25)",France,"1,85m",right,"Jan 27, 2020","Jun 30, 2025",2134.0,24,24,57.0,29.0,25.0,24.0,8.0,1.0,37.0,51.0,1.0,39.0,28.0,0.0,2.0,5.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,28.0,30.0,1.0,1.0,0.0,0.0,126.0,74.0,65.0,206.0,303.0,151.0,215.0,35.0,79.0,1.0,1.2,13.0,59.0,6.0,2.0,72.0,54.0,242.0,548.0,223.0,53.0,38.0,15.0,17.0,409.0,2426.0,1027.0,27.0,14.0,6.0,33.0,18.0,3.0,28.0,8.0,0.11,16.4,0.0,0.0,0.0,1.9
Ivan Sunjic,€5.00m,Defensive Midfield,"Oct 9, 1996 (26)",Croatia,"1,85m",right,"Jul 5, 2022","Jun 30, 2023",993.0,18,12,38.0,20.0,16.0,21.0,1.0,5.0,13.0,19.0,1.0,18.0,14.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,9.0,1.0,0.0,0.0,0.0,67.0,7.0,14.0,144.0,172.0,92.0,118.0,24.0,45.0,0.0,0.4,4.0,34.0,4.0,0.0,30.0,31.0,127.0,305.0,54.0,7.0,6.0,0.0,5.0,199.0,778.0,321.0,6.0,5.0,2.0,7.0,6.0,0.0,6.0,3.0,0.0,16.8,0.0,0.0,0.0,0.6
