Player,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Jesse Lingard,920.0,16,12,4.0,4.0,2.0,2.0,0.0,0.0,5.0,4.0,0.0,25.0,18.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,9.0,2.0,0.0,0.0,0.0,39.0,1.0,2.0,121.0,137.0,88.0,104.0,14.0,28.0,0.0,0.5,11.0,27.0,7.0,1.0,33.0,7.0,44.0,201.0,132.0,16.0,10.0,6.0,4.0,214.0,1003.0,527.0,11.0,12.0,0.0,16.0,10.0,0.0,10.0,2.0,0.0,19.3,0.0,0.0,0.0,1.0
Orel Mangala,842.0,17,12,16.0,9.0,8.0,6.0,2.0,4.0,11.0,5.0,0.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,50.0,7.0,4.0,147.0,165.0,101.0,121.0,14.0,28.0,0.0,0.1,2.0,21.0,2.0,0.0,30.0,15.0,87.0,260.0,77.0,5.0,23.0,10.0,10.0,226.0,1149.0,532.0,10.0,4.0,2.0,7.0,6.0,0.0,6.0,1.0,0.0,21.6,0.0,0.0,0.0,0.3
Steve Cook,957.0,12,11,8.0,4.0,4.0,4.0,0.0,11.0,12.0,51.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,35.0,27.0,10.0,80.0,99.0,234.0,261.0,51.0,91.0,0.0,0.6,3.0,18.0,2.0,1.0,19.0,100.0,321.0,220.0,19.0,10.0,1.0,1.0,0.0,284.0,1293.0,577.0,1.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,14.2,0.0,0.0,0.0,0.1
Taiwo Awoniyi,735.0,17,9,10.0,8.0,0.0,7.0,3.0,2.0,1.0,10.0,0.0,17.0,12.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,7.0,0.0,0.0,0.0,33.0,7.0,30.0,64.0,77.0,19.0,26.0,1.0,4.0,0.0,0.3,8.0,3.0,1.0,0.0,7.0,10.0,34.0,96.0,116.0,30.0,17.0,5.0,9.0,143.0,826.0,355.0,11.0,10.0,6.0,39.0,15.0,4.0,19.0,8.0,0.21,11.9,0.0,0.0,0.0,4.5
Cheikhou Kouyaté,709.0,13,9,20.0,15.0,10.0,8.0,2.0,1.0,5.0,20.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,45.0,14.0,5.0,79.0,102.0,52.0,61.0,17.0,23.0,0.0,0.3,5.0,11.0,2.0,0.0,17.0,27.0,105.0,139.0,53.0,11.0,9.0,6.0,1.0,137.0,658.0,253.0,6.0,3.0,3.0,12.0,4.0,1.0,5.0,5.0,0.2,17.1,0.0,0.0,0.0,0.3
Keylor Navas,720.0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,21.0,21.0,83.0,83.0,72.0,185.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,278.0,312.0,0.0,0.0,0.0,1.0,1.0,0.0,155.0,846.0,553.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Willy Boly,592.0,8,8,13.0,6.0,8.0,3.0,2.0,4.0,12.0,38.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,35.0,14.0,7.0,59.0,72.0,100.0,118.0,18.0,42.0,1.0,0.3,1.0,7.0,0.0,0.0,10.0,60.0,221.0,91.0,14.0,8.0,2.0,1.0,0.0,157.0,741.0,352.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0
Harry Toffolo,699.0,13,7,10.0,6.0,6.0,2.0,2.0,5.0,7.0,23.0,0.0,17.0,12.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,41.0,12.0,12.0,116.0,135.0,73.0,113.0,9.0,39.0,0.0,0.9,4.0,11.0,7.0,4.0,22.0,36.0,126.0,136.0,128.0,10.0,8.0,3.0,4.0,160.0,642.0,314.0,8.0,6.0,4.0,9.0,5.0,0.0,4.0,1.0,0.0,17.3,0.0,0.0,0.0,0.2
Felipe,624.0,7,6,15.0,9.0,9.0,6.0,0.0,7.0,19.0,41.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,52.0,31.0,13.0,92.0,108.0,119.0,148.0,25.0,56.0,1.0,0.5,3.0,10.0,1.0,0.0,10.0,77.0,240.0,163.0,25.0,13.0,7.0,7.0,0.0,220.0,1126.0,620.0,2.0,1.0,0.0,4.0,2.0,0.0,5.0,1.0,0.0,12.5,0.0,0.0,0.0,0.2
Lewis O'Brien,584.0,13,6,16.0,9.0,4.0,11.0,1.0,2.0,5.0,9.0,0.0,21.0,14.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,51.0,2.0,6.0,72.0,85.0,84.0,103.0,7.0,16.0,0.0,0.2,4.0,19.0,3.0,0.0,21.0,19.0,72.0,161.0,71.0,3.0,17.0,7.0,3.0,157.0,947.0,518.0,13.0,9.0,2.0,12.0,7.0,1.0,7.0,2.0,0.14,23.8,0.0,0.0,0.0,0.3
Emmanuel Dennis,617.0,15,5,15.0,10.0,5.0,4.0,6.0,1.0,2.0,4.0,0.0,23.0,13.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,10.0,27.0,4.0,0.0,0.0,0.0,33.0,9.0,12.0,65.0,80.0,31.0,47.0,8.0,11.0,1.0,0.3,6.0,7.0,4.0,2.0,16.0,4.0,45.0,102.0,149.0,36.0,43.0,14.0,21.0,181.0,1299.0,729.0,19.0,14.0,7.0,28.0,21.0,2.0,17.0,6.0,0.12,13.3,2.0,0.0,0.0,1.6
Jonjo Shelvey,441.0,6,5,1.0,0.0,0.0,1.0,0.0,2.0,4.0,9.0,0.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,26.0,3.0,1.0,64.0,73.0,86.0,98.0,36.0,75.0,0.0,0.4,5.0,29.0,5.0,1.0,29.0,21.0,84.0,177.0,28.0,1.0,3.0,3.0,0.0,154.0,865.0,354.0,1.0,3.0,0.0,2.0,4.0,0.0,5.0,0.0,0.0,24.6,0.0,0.0,0.0,0.1
Chris Wood,372.0,7,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,4.0,19.0,24.0,26.0,43.0,14.0,22.0,1.0,2.0,0.0,0.1,3.0,5.0,2.0,0.0,7.0,4.0,12.0,57.0,31.0,8.0,2.0,0.0,2.0,50.0,189.0,70.0,2.0,2.0,0.0,11.0,6.0,1.0,3.0,1.0,0.33,8.2,0.0,0.0,0.0,1.0
Jack Colback,497.0,11,4,18.0,13.0,12.0,6.0,0.0,0.0,3.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,24.0,4.0,8.0,61.0,71.0,48.0,55.0,8.0,11.0,0.0,0.2,2.0,12.0,3.0,1.0,16.0,16.0,65.0,100.0,27.0,1.0,4.0,3.0,0.0,75.0,404.0,210.0,5.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Moussa Niakhate,340.0,4,4,1.0,0.0,1.0,0.0,0.0,1.0,2.0,25.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,12.0,14.0,8.0,25.0,27.0,40.0,43.0,9.0,17.0,0.0,0.0,1.0,9.0,0.0,0.0,6.0,33.0,96.0,32.0,8.0,4.0,3.0,0.0,3.0,47.0,179.0,85.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,8.5,0.0,0.0,0.0,0.3
Danilo,233.0,4,3,8.0,5.0,4.0,3.0,1.0,1.0,0.0,7.0,0.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,14.0,2.0,3.0,18.0,26.0,18.0,25.0,8.0,13.0,1.0,0.1,3.0,9.0,3.0,0.0,11.0,6.0,33.0,57.0,23.0,5.0,10.0,6.0,3.0,62.0,282.0,146.0,4.0,1.0,2.0,9.0,3.0,0.0,4.0,0.0,0.0,24.5,0.0,0.0,0.0,0.2
Wayne Hennessey,180.0,2,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,22.0,22.0,20.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,146.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Gustavo Scarpa,161.0,5,2,4.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,9.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,15.0,18.0,22.0,26.0,8.0,14.0,0.0,0.0,1.0,10.0,0.0,0.0,11.0,2.0,21.0,48.0,24.0,1.0,2.0,1.0,1.0,58.0,461.0,289.0,8.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,25.6,0.0,0.0,0.0,0.2
Sam Surridge,281.0,16,1,4.0,0.0,1.0,2.0,1.0,2.0,0.0,6.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,8.0,3.0,0.0,0.0,0.0,15.0,13.0,15.0,18.0,37.0,12.0,22.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,8.0,24.0,45.0,54.0,14.0,5.0,2.0,2.0,59.0,310.0,126.0,2.0,4.0,1.0,11.0,3.0,1.0,9.0,2.0,0.11,11.6,0.0,0.0,0.0,1.8
André Ayew,229.0,7,1,4.0,2.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,5.0,8.0,16.0,31.0,37.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,7.0,9.0,33.0,31.0,7.0,3.0,0.0,2.0,29.0,200.0,77.0,3.0,3.0,2.0,3.0,4.0,0.0,2.0,1.0,0.0,17.9,0.0,0.0,1.0,1.0
Giulian Biancone,17.0,2,0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,6.0,7.0,8.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,5.0,1.0,0.0,0.0,0.0,0.0,10.0,76.0,61.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Alexander Mighten,8.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0,4.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Cafú,7.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Loïc Bade,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Hammond,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loïc Mbe Soh,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Shelvey,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Smith,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale Taylor,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyle Taylor,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Havertz,2068.0,27,24,30.0,14.0,4.0,16.0,10.0,0.0,7.0,31.0,0.0,53.0,45.0,2.0,1.0,4.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,52.0,20.0,25.0,0.0,0.0,0.0,69.0,63.0,53.0,368.0,441.0,149.0,166.0,16.0,21.0,1.0,2.4,32.0,38.0,19.0,2.0,68.0,35.0,91.0,406.0,528.0,138.0,50.0,14.0,33.0,590.0,3021.0,1137.0,45.0,26.0,25.0,69.0,32.0,7.0,56.0,25.0,0.11,12.6,0.0,1.0,1.0,9.1
Thiago Silva,1812.0,21,20,34.0,22.0,19.0,15.0,0.0,22.0,29.0,91.0,2.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,117.0,42.0,19.0,536.0,565.0,776.0,809.0,139.0,216.0,2.0,0.6,4.0,90.0,10.0,0.0,82.0,276.0,948.0,847.0,38.0,18.0,3.0,2.0,0.0,1151.0,5312.0,3046.0,4.0,9.0,0.0,4.0,1.0,0.0,10.0,1.0,0.0,11.9,0.0,0.0,0.0,1.0
Kepa Arrizabalaga,1755.0,20,20,2.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,32.0,7.0,1.0,206.0,208.0,248.0,249.0,134.0,235.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,576.0,729.0,13.0,0.0,0.0,0.0,0.0,0.0,433.0,1993.0,1153.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Mason Mount,1631.0,23,20,32.0,18.0,6.0,16.0,10.0,6.0,8.0,9.0,0.0,56.0,42.0,9.0,2.0,2.0,1.0,0.0,7.0,5.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,28.0,26.0,1.0,0.0,0.0,0.0,85.0,9.0,14.0,344.0,401.0,165.0,216.0,44.0,83.0,2.0,2.8,30.0,54.0,26.0,5.0,97.0,17.0,109.0,411.0,449.0,56.0,31.0,15.0,13.0,523.0,2705.0,1404.0,47.0,34.0,11.0,36.0,28.0,3.0,32.0,9.0,0.09,19.4,2.0,0.0,0.0,2.0
Marc Cucurella,1514.0,22,19,57.0,28.0,34.0,13.0,10.0,8.0,15.0,44.0,1.0,26.0,20.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,19.0,1.0,0.0,0.0,0.0,111.0,15.0,12.0,555.0,598.0,372.0,423.0,54.0,103.0,2.0,0.9,11.0,71.0,11.0,6.0,68.0,58.0,419.0,630.0,341.0,12.0,14.0,5.0,6.0,731.0,2995.0,1676.0,28.0,19.0,2.0,14.0,5.0,0.0,7.0,0.0,0.0,19.7,0.0,0.0,0.0,0.4
Kalidou Koulibaly,1610.0,20,18,37.0,24.0,27.0,8.0,2.0,9.0,24.0,61.0,0.0,20.0,16.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,22.0,6.0,0.0,0.0,0.0,0.0,107.0,29.0,26.0,503.0,533.0,535.0,586.0,88.0,160.0,1.0,0.4,7.0,78.0,7.0,1.0,71.0,138.0,686.0,761.0,61.0,19.0,6.0,4.0,2.0,969.0,4242.0,2198.0,10.0,8.0,0.0,11.0,2.0,2.0,11.0,4.0,0.18,12.0,0.0,0.0,0.0,0.9
Ruben Loftus-Cheek,1314.0,20,17,23.0,13.0,8.0,12.0,3.0,2.0,11.0,21.0,0.0,28.0,23.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,31.0,1.0,0.0,0.0,1.0,87.0,21.0,24.0,398.0,448.0,224.0,251.0,28.0,36.0,0.0,1.6,12.0,64.0,13.0,0.0,74.0,35.0,168.0,498.0,271.0,39.0,50.0,24.0,20.0,554.0,3078.0,1734.0,45.0,22.0,10.0,20.0,19.0,0.0,9.0,2.0,0.0,18.6,0.0,0.0,0.0,0.8
