name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Granit Xhaka,€28.00m,Central Midfield,"Sep 27, 1992 (30)",Switzerland,"1,86m",left,"Jul 1, 2016","Jun 30, 2024"
Martin Ødegaard,€80.00m,Attacking Midfield,"Dec 17, 1998 (24)",Norway,"1,78m",left,"Aug 20, 2021","Jun 30, 2025"
Emile Smith Rowe,€38.00m,Attacking Midfield,"Jul 28, 2000 (22)",England,"1,82m",right,"Aug 1, 2020","Jun 30, 2026"
Fábio Vieira,€27.00m,Attacking Midfield,"May 30, 2000 (22)",Portugal,"1,70m",left,"Jul 1, 2022","Jun 30, 2027"
Gabriel Martinelli,€70.00m,Left Winger,"Jun 18, 2001 (21)",Brazil,"1,78m",right,"Jul 2, 2019","Jun 30, 2027"
Leandro Trossard,€30.00m,Left Winger,"Dec 4, 1994 (28)",Belgium,"1,72m",right,"Jan 20, 2023","Jun 30, 2026"
Bukayo Saka,€110.00m,Right Winger,"Sep 5, 2001 (21)",England,"1,78m",left,"Jul 1, 2019","Jun 30, 2024"
Reiss Nelson,€7.00m,Right Winger,"Dec 10, 1999 (23)",England,"1,75m",right,"Jul 1, 2019","Jun 30, 2023"
Gabriel Jesus,€75.00m,Centre-Forward,"Apr 3, 1997 (26)",Brazil,"1,75m",right,"Jul 4, 2022","Jun 30, 2027"
Eddie Nketiah,€25.00m,Centre-Forward,"May 30, 1999 (23)",England,"1,75m",right,"Jan 1, 2019","Jun 30, 2027"
Sam Johnstone,€4.00m,Goalkeeper,"Mar 25, 1993 (30)",England,"1,93m",right,"Jul 1, 2022","Jun 30, 2026"
Vicente Guaita,€1.50m,Goalkeeper,"Jan 10, 1987 (36)",Spain,"1,90m",right,"Jul 1, 2018","Jun 30, 2024"
Joe Whitworth,€250k,Goalkeeper,"Feb 29, 2004 (19)",England,"1,79m",right,"Jan 11, 2023","Jun 30, 2027"
Marc Guéhi,€35.00m,Centre-Back,"Jul 13, 2000 (22)",England,"1,82m",right,"Jul 18, 2021","Jun 30, 2026"
Joachim Andersen,€32.00m,Centre-Back,"May 31, 1996 (26)",Denmark,"1,92m",right,"Jul 28, 2021","Jun 30, 2026"
Chris Richards,€10.00m,Centre-Back,"Mar 28, 2000 (23)",United States,"1,88m",right,"Jul 27, 2022","Jun 30, 2027"
Nathan Ferguson,€2.00m,Centre-Back,"Oct 6, 2000 (22)",England,"1,84m",right,"Jul 27, 2020","Jun 30, 2023"
James Tomkins,€1.00m,Centre-Back,"Mar 29, 1989 (34)",England,"1,92m",right,"Jul 5, 2016","Jun 30, 2023"
Tyrick Mitchell,€28.00m,Left-Back,"Sep 1, 1999 (23)",England,"1,75m",left,"Jul 1, 2020","Jun 30, 2025"
Nathaniel Clyne,€3.00m,Right-Back,"Apr 5, 1991 (31)",England,"1,75m",right,"Oct 14, 2020","Jun 30, 2023"
Joel Ward,€2.00m,Right-Back,"Oct 29, 1989 (33)",England,"1,86m",right,"Jul 1, 2012","Jun 30, 2023"
Cheick Doucouré,€30.00m,Defensive Midfield,"Jan 8, 2000 (23)",Mali,"1,80m",right,"Jul 11, 2022","Jun 30, 2027"
Jairo Riedewald,€4.00m,Defensive Midfield,"Sep 9, 1996 (26)",Netherlands,"1,82m",left,"Jul 24, 2017","Jun 30, 2024"
Luka Milivojevic,€2.50m,Defensive Midfield,"Apr 7, 1991 (31)",Serbia,"1,86m",right,"Jan 31, 2017","Jun 30, 2023"
Albert Sambi Lokonga,€15.00m,Central Midfield,"Oct 22, 1999 (23)",Belgium,"1,83m",right,"Jan 31, 2023","May 31, 2023"
Naouirou Ahamada,€10.00m,Central Midfield,"Mar 29, 2002 (21)",France,"1,83m",right,"Jan 31, 2023","Jun 30, 2026"
Will Hughes,€5.00m,Central Midfield,"Apr 17, 1995 (27)",England,"1,85m",left,"Aug 28, 2021","Jun 30, 2024"
James McArthur,€700k,Central Midfield,"Oct 7, 1987 (35)",Scotland,"1,78m",both,"Sep 1, 2014","Jun 30, 2023"
Jeffrey Schlupp,€8.00m,Left Midfield,"Dec 23, 1992 (30)",Ghana,"1,78m",left,"Jan 13, 2017","Jun 30, 2023"
Eberechi Eze,€30.00m,Attacking Midfield,"Jun 29, 1998 (24)",England,"1,78m",right,"Aug 28, 2020","Jun 30, 2025"
Wilfried Zaha,€27.00m,Left Winger,"Nov 10, 1992 (30)",Cote d'Ivoire,"1,80m",right,"Feb 2, 2015","Jun 30, 2023"
Michael Olise,€27.00m,Right Winger,"Dec 12, 2001 (21)",France,"1,84m",left,"Jul 8, 2021","Jun 30, 2026"
Odsonne Edouard,€17.00m,Centre-Forward,"Jan 16, 1998 (25)",France,"1,87m",right,"Aug 31, 2021","Jun 30, 2025"
Jean-Philippe Mateta,€9.00m,Centre-Forward,"Jun 28, 1997 (25)",France,"1,92m",right,"Jan 31, 2022","Jun 30, 2026"
Jordan Ayew,€6.00m,Centre-Forward,"Sep 11, 1991 (31)",Ghana,"1,82m",right,"Jul 25, 2019","Jun 30, 2023"
José Sá,€18.00m,Goalkeeper,"Jan 17, 1993 (30)",Portugal,"1,92m",right,"Jul 15, 2021","Jun 30, 2026"
Daniel Bentley,€1.80m,Goalkeeper,"Jul 13, 1993 (29)",England,"1,93m",,"Jan 25, 2023","Jun 30, 2025"
Louie Moulden,€200k,Goalkeeper,"Jan 6, 2002 (21)",England,"1,90m",right,"Jul 1, 2021","Jun 30, 2024"
Max Kilman,€25.00m,Centre-Back,"May 23, 1997 (25)",England,"1,94m",left,"Aug 9, 2018","Jun 30, 2026"
Nathan Collins,€22.00m,Centre-Back,"Apr 30, 2001 (21)",Ireland,"1,93m",right,"Jul 12, 2022","Jun 30, 2027"
Craig Dawson,€2.50m,Centre-Back,"May 6, 1990 (32)",England,"1,88m",right,"Jan 22, 2023","Jun 30, 2025"
Toti,€2.50m,Centre-Back,"Jan 16, 1999 (24)",Portugal,"1,87m",left,"Sep 2, 2020","Jun 30, 2027"
Rayan Aït-Nouri,€22.00m,Left-Back,"Jun 6, 2001 (21)",Algeria,"1,80m",left,"Jul 9, 2021","Jun 30, 2026"
Jonny Otto,€17.00m,Left-Back,"Mar 3, 1994 (29)",Spain,"1,75m",both,"Jan 31, 2019","Jun 30, 2025"
Hugo Bueno,€200k,Left-Back,"Sep 18, 2002 (20)",Spain,"1,80m",left,"Jul 1, 2022","Jun 30, 2026"
Nélson Semedo,€15.00m,Right-Back,"Nov 16, 1993 (29)",Portugal,"1,77m",right,"Sep 23, 2020","Jun 30, 2023"
Rúben Neves,€40.00m,Defensive Midfield,"Mar 13, 1997 (26)",Portugal,"1,80m",right,"Jul 8, 2017","Jun 30, 2024"
Mario Lemina,€10.00m,Defensive Midfield,"Sep 1, 1993 (29)",Gabon,"1,84m",right,"Jan 13, 2023","Jun 30, 2025"
Boubacar Traoré,€5.00m,Defensive Midfield,"Aug 20, 2001 (21)",Mali,"1,83m",,"Sep 1, 2022","Jun 30, 2023"
Joe Hodge,€500k,Defensive Midfield,"Sep 14, 2002 (20)",Ireland,"1,72m",right,"Jul 1, 2022","Jun 30, 2027"
Matheus Nunes,€45.00m,Central Midfield,"Aug 27, 1998 (24)",Portugal,"1,83m",right,"Aug 18, 2022","Jun 30, 2027"
João Gomes,€15.00m,Central Midfield,"Feb 12, 2001 (22)",Brazil,"1,76m",right,"Jan 30, 2023","Jun 30, 2028"
João Moutinho,€2.00m,Central Midfield,"Sep 8, 1986 (36)",Portugal,"1,70m",right,"Jul 24, 2018","Jun 30, 2023"
Daniel Podence,€20.00m,Left Winger,"Oct 21, 1995 (27)",Portugal,"1,65m",right,"Jan 30, 2020","Jun 30, 2024"
Chiquinho,€2.50m,Left Winger,"Feb 5, 2000 (23)",Portugal,"1,79m",right,"Jan 17, 2022","Jun 30, 2026"
Pedro Neto,€32.00m,Right Winger,"Mar 9, 2000 (23)",Portugal,"1,72m",left,"Aug 2, 2019","Jun 30, 2027"
Pablo Sarabia,€16.00m,Right Winger,"May 11, 1992 (30)",Spain,"1,74m",left,"Jan 17, 2023","Jun 30, 2025"
Adama Traoré,€12.00m,Right Winger,"Jan 25, 1996 (27)",Spain,"1,78m",right,"Aug 8, 2018","Jun 30, 2023"
Matheus Cunha,€30.00m,Centre-Forward,"May 27, 1999 (23)",Brazil,"1,83m",right,"Jan 1, 2023","Jun 30, 2023"
Sasa Kalajdzic,€18.00m,Centre-Forward,"Jul 7, 1997 (25)",Austria,"2,00m",right,"Aug 31, 2022","Jun 30, 2027"
Hee-chan Hwang,€12.00m,Centre-Forward,"Jan 26, 1996 (27)","Korea, South","1,77m",right,"Jul 1, 2022","Jun 30, 2026"
Raúl Jiménez,€9.00m,Centre-Forward,"May 5, 1991 (31)",Mexico,"1,88m",right,"Jul 1, 2019","Jun 30, 2024"
Diego Costa,€3.50m,Centre-Forward,"Oct 7, 1988 (34)",Spain,"1,86m",right,"Sep 12, 2022","Jun 30, 2023"
Robert Sánchez,€32.00m,Goalkeeper,"Nov 18, 1997 (25)",Spain,"1,97m",right,"Jul 1, 2020","Jun 30, 2025"
Jason Steele,€1.00m,Goalkeeper,"Aug 18, 1990 (32)",England,"1,88m",right,"Jul 1, 2018","Jun 30, 2025"
Adam Webster,€22.00m,Centre-Back,"Jan 4, 1995 (28)",England,"1,90m",right,"Aug 3, 2019","Jun 30, 2026"
Lewis Dunk,€18.00m,Centre-Back,"Nov 21, 1991 (31)",England,"1,92m",right,"Jul 1, 2010","Jun 30, 2025"
Levi Colwill,€16.00m,Centre-Back,"Feb 26, 2003 (20)",England,"1,87m",left,"Aug 5, 2022","May 31, 2023"
Jan Paul van Hecke,€4.00m,Centre-Back,"Jun 8, 2000 (22)",Netherlands,"1,89m",right,"Sep 10, 2020","Jun 30, 2023"
Pervis Estupiñán,€20.00m,Left-Back,"Jan 21, 1998 (25)",Ecuador,"1,75m",left,"Aug 16, 2022","Jun 30, 2027"
Tariq Lamptey,€15.00m,Right-Back,"Sep 30, 2000 (22)",Ghana,"1,63m",right,"Jan 31, 2020","Jun 30, 2025"
Joël Veltman,€10.00m,Right-Back,"Jan 15, 1992 (31)",Netherlands,"1,84m",right,"Jul 29, 2020","Jun 30, 2023"
Moisés Caicedo,€55.00m,Defensive Midfield,"Nov 2, 2001 (21)",Ecuador,"1,78m",right,"Feb 1, 2021","Jun 30, 2027"
Alexis Mac Allister,€42.00m,Central Midfield,"Dec 24, 1998 (24)",Argentina,"1,74m",right,"Jan 24, 2019","Jun 30, 2025"
Jakub Moder,€12.00m,Central Midfield,"Apr 7, 1999 (23)",Poland,"1,91m",right,"Oct 4, 2020","Jun 30, 2025"
Billy Gilmour,€9.00m,Central Midfield,"Jun 11, 2001 (21)",Scotland,"1,70m",right,"Sep 1, 2022","Jun 30, 2026"
Pascal Groß,€8.00m,Central Midfield,"Jun 15, 1991 (31)",Germany,"1,81m",right,"Jul 1, 2017","Jun 30, 2024"
Yasin Ayari,€4.00m,Central Midfield,"Oct 6, 2003 (19)",Sweden,"1,72m",right,"Jan 30, 2023","Jun 30, 2027"
Facundo Buonanotte,€9.00m,Attacking Midfield,"Dec 23, 2004 (18)",Argentina,"1,74m",left,"Jan 1, 2023","Jun 30, 2026"
Jeremy Sarmiento,€5.00m,Attacking Midfield,"Jun 16, 2002 (20)",Ecuador,"1,78m",right,"Jul 2, 2021","Jun 30, 2026"
Adam Lallana,€1.50m,Attacking Midfield,"May 10, 1988 (34)",England,"1,72m",both,"Jul 27, 2020","Jun 30, 2024"
Kaoru Mitoma,€22.00m,Left Winger,"May 20, 1997 (25)",Japan,"1,78m",right,"Aug 10, 2021","Jun 30, 2025"
Solly March,€18.00m,Right Winger,"Jul 20, 1994 (28)",England,"1,80m",left,"Jul 1, 2013","Jun 30, 2026"
Julio Enciso,€11.00m,Centre-Forward,"Jan 23, 2004 (19)",Paraguay,"1,73m",right,"Jul 1, 2022","Jun 30, 2026"
Evan Ferguson,€10.00m,Centre-Forward,"Oct 19, 2004 (18)",Ireland,"1,83m",,"Jul 1, 2022","Jun 30, 2026"
Danny Welbeck,€8.00m,Centre-Forward,"Nov 26, 1990 (32)",England,"1,85m",right,"Oct 18, 2020","Jun 30, 2024"
Deniz Undav,€6.00m,Centre-Forward,"Jul 19, 1996 (26)",Germany,"1,78m",right,"Jan 30, 2022","Jun 30, 2026"
Alphonse Areola,€8.00m,Goalkeeper,"Feb 27, 1993 (30)",France,"1,95m",right,"Jul 1, 2022","Jun 30, 2027"
Lukasz Fabianski,€1.00m,Goalkeeper,"Apr 18, 1985 (37)",Poland,"1,90m",right,"Jul 1, 2018","Jun 30, 2023"
Nayef Aguerd,€32.00m,Centre-Back,"Mar 30, 1996 (27)",Morocco,"1,90m",left,"Jul 1, 2022","Jun 30, 2027"
Kurt Zouma,€28.00m,Centre-Back,"Oct 27, 1994 (28)",France,"1,90m",right,"Aug 28, 2021","Jun 30, 2025"
Thilo Kehrer,€18.00m,Centre-Back,"Sep 21, 1996 (26)",Germany,"1,86m",right,"Aug 17, 2022","Jun 30, 2026"
Angelo Ogbonna,€1.00m,Centre-Back,"May 23, 1988 (34)",Italy,"1,91m",left,"Jul 10, 2015","Jun 30, 2023"
Emerson,€12.00m,Left-Back,"Aug 3, 1994 (28)",Italy,"1,76m",left,"Aug 23, 2022","Jun 30, 2026"
Aaron Cresswell,€2.50m,Left-Back,"Dec 15, 1989 (33)",England,"1,70m",left,"Jul 3, 2014","Jun 30, 2023"
Ben Johnson,€12.00m,Right-Back,"Jan 24, 2000 (23)",England,"1,84m",right,"Jul 1, 2020","Jun 30, 2024"
Vladimir Coufal,€9.00m,Right-Back,"Aug 22, 1992 (30)",Czech Republic,"1,79m",right,"Oct 2, 2020","Jun 30, 2023"
Declan Rice,€80.00m,Defensive Midfield,"Jan 14, 1999 (24)",England,"1,88m",right,"Jul 1, 2017","Jun 30, 2024"
Tomas Soucek,€35.00m,Defensive Midfield,"Feb 27, 1995 (28)",Czech Republic,"1,92m",right,"Jul 27, 2020","Jun 30, 2024"
Flynn Downes,€8.00m,Central Midfield,"Jan 20, 1999 (24)",England,"1,78m",right,"Jul 7, 2022","Jun 30, 2027"
Lucas Paquetá,€45.00m,Attacking Midfield,"Aug 27, 1997 (25)",Brazil,"1,80m",left,"Aug 29, 2022","Jun 30, 2027"
Pablo Fornals,€25.00m,Attacking Midfield,"Feb 22, 1996 (27)",Spain,"1,78m",right,"Jul 1, 2019","Jun 30, 2024"
Manuel Lanzini,€8.00m,Attacking Midfield,"Feb 15, 1993 (30)",Argentina,"1,67m",right,"Jul 1, 2016","Jun 30, 2023"
Saïd Benrahma,€22.00m,Left Winger,"Aug 10, 1995 (27)",Algeria,"1,72m",right,"Jan 29, 2021","Jun 30, 2026"
Maxwel Cornet,€15.00m,Left Winger,"Sep 27, 1996 (26)",Cote d'Ivoire,"1,79m",left,"Aug 5, 2022","Jun 30, 2027"
Jarrod Bowen,€38.00m,Right Winger,"Dec 20, 1996 (26)",England,"1,82m",left,"Jan 31, 2020","Jun 30, 2025"
Gianluca Scamacca,€27.00m,Centre-Forward,"Jan 1, 1999 (24)",Italy,"1,95m",right,"Jul 26, 2022","Jun 30, 2027"
Danny Ings,€16.00m,Centre-Forward,"Jul 23, 1992 (30)",England,"1,77m",right,"Jan 20, 2023","Jun 30, 2025"
Michail Antonio,€9.00m,Centre-Forward,"Mar 28, 1990 (33)",Jamaica,"1,80m",right,"Sep 1, 2015","Jun 30, 2024"
Ederson,€45.00m,Goalkeeper,"Aug 17, 1993 (29)",Brazil,"1,88m",left,"Jul 1, 2017","Jun 30, 2026"
Stefan Ortega,€6.00m,Goalkeeper,"Nov 6, 1992 (30)",Germany,"1,85m",right,"Jul 1, 2022","Jun 30, 2025"
Scott Carson,€250k,Goalkeeper,"Sep 3, 1985 (37)",England,"1,88m",right,"Jul 20, 2021","Jun 30, 2023"
Rúben Dias,€75.00m,Centre-Back,"May 14, 1997 (25)",Portugal,"1,87m",right,"Sep 29, 2020","Jun 30, 2027"
Nathan Aké,€35.00m,Centre-Back,"Feb 18, 1995 (28)",Netherlands,"1,80m",left,"Aug 5, 2020","Jun 30, 2025"
John Stones,€30.00m,Centre-Back,"May 28, 1994 (28)",England,"1,88m",right,"Aug 9, 2016","Jun 30, 2026"
Aymeric Laporte,€30.00m,Centre-Back,"May 27, 1994 (28)",Spain,"1,89m",left,"Jan 30, 2018","Jun 30, 2025"
Manuel Akanji,€30.00m,Centre-Back,"Jul 19, 1995 (27)",Switzerland,"1,88m",right,"Sep 1, 2022","Jun 30, 2027"
Sergio Gómez,€15.00m,Left-Back,"Sep 4, 2000 (22)",Spain,"1,71m",left,"Aug 16, 2022","Jun 30, 2026"
Benjamin Mendy,-,Left-Back,"Jul 17, 1994 (28)",France,"1,85m",left,"Jul 24, 2017","Jun 30, 2023"
Kyle Walker,€15.00m,Right-Back,"May 28, 1990 (32)",England,"1,83m",right,"Jul 14, 2017","Jun 30, 2024"
Rico Lewis,€15.00m,Right-Back,"Nov 21, 2004 (18)",England,"1,69m",right,"Jul 1, 2022","Jun 30, 2024"
Rodri,€80.00m,Defensive Midfield,"Jun 22, 1996 (26)",Spain,"1,91m",right,"Jul 4, 2019","Jun 30, 2027"
Kalvin Phillips,€35.00m,Defensive Midfield,"Dec 2, 1995 (27)",England,"1,79m",right,"Jul 4, 2022","Jun 30, 2028"
Máximo Perrone,€10.00m,Defensive Midfield,"Jan 7, 2003 (20)",Argentina,"1,77m",left,"Jan 23, 2023","Jun 30, 2028"
Ilkay Gündogan,€25.00m,Central Midfield,"Oct 24, 1990 (32)",Germany,"1,80m",right,"Jul 1, 2016","Jun 30, 2023"
Kevin De Bruyne,€80.00m,Attacking Midfield,"Jun 28, 1991 (31)",Belgium,"1,81m",right,"Aug 30, 2015","Jun 30, 2025"
Bernardo Silva,€80.00m,Attacking Midfield,"Aug 10, 1994 (28)",Portugal,"1,73m",left,"Jul 1, 2017","Jun 30, 2025"
Cole Palmer,€15.00m,Attacking Midfield,"May 6, 2002 (20)",England,"1,82m",left,"Jul 1, 2021","Jun 30, 2026"
Phil Foden,€110.00m,Left Winger,"May 28, 2000 (22)",England,"1,71m",left,"Jul 1, 2017","Jun 30, 2027"
Jack Grealish,€70.00m,Left Winger,"Sep 10, 1995 (27)",England,"1,80m",right,"Aug 5, 2021","Jun 30, 2027"
Riyad Mahrez,€30.00m,Right Winger,"Feb 21, 1991 (32)",Algeria,"1,79m",left,"Jul 10, 2018","Jun 30, 2025"
Erling Haaland,€170.00m,Centre-Forward,"Jul 21, 2000 (22)",Norway,"1,95m",left,"Jul 1, 2022","Jun 30, 2027"
Julián Álvarez,€50.00m,Centre-Forward,"Jan 31, 2000 (23)",Argentina,"1,70m",right,"Jan 31, 2022","Jun 30, 2028"
Nick Pope,€18.00m,Goalkeeper,"Apr 19, 1992 (30)",England,"1,98m",right,"Jul 1, 2022","Jun 30, 2026"
Martin Dúbravka,€2.50m,Goalkeeper,"Jan 15, 1989 (34)",Slovakia,"1,91m",right,"Jul 1, 2018","Jun 30, 2025"
Loris Karius,€1.50m,Goalkeeper,"Jun 22, 1993 (29)",Germany,"1,91m",right,"Sep 12, 2022","Jun 30, 2023"
Mark Gillespie,€300k,Goalkeeper,"Mar 27, 1992 (31)",England,"1,91m",right,"Jul 3, 2020","Jun 30, 2023"
Sven Botman,€45.00m,Centre-Back,"Jan 12, 2000 (23)",Netherlands,"1,95m",left,"Jul 1, 2022","Jun 30, 2027"
Dan Burn,€12.00m,Centre-Back,"May 9, 1992 (30)",England,"2,01m",left,"Jan 31, 2022","Jun 30, 2024"
Fabian Schär,€10.00m,Centre-Back,"Dec 20, 1991 (31)",Switzerland,"1,86m",right,"Jul 26, 2018","Jun 30, 2024"
Jamaal Lascelles,€7.00m,Centre-Back,"Nov 11, 1993 (29)",England,"1,88m",right,"Aug 9, 2014","Jun 30, 2024"
Matt Targett,€15.00m,Left-Back,"Sep 18, 1995 (27)",England,"1,83m",left,"Jul 1, 2022","Jun 30, 2026"
Jamal Lewis,€8.00m,Left-Back,"Jan 25, 1998 (25)",Northern Ireland,"1,78m",left,"Sep 8, 2020","Jun 30, 2025"
Paul Dummett,€1.20m,Left-Back,"Sep 26, 1991 (31)",Wales,"1,83m",left,"Jul 1, 2012","Jun 30, 2023"
Kieran Trippier,€13.00m,Right-Back,"Sep 19, 1990 (32)",England,"1,73m",right,"Jan 7, 2022","Jun 30, 2025"
Emil Krafth,€4.00m,Right-Back,"Aug 2, 1994 (28)",Sweden,"1,84m",right,"Aug 8, 2019","Jun 30, 2024"
Javier Manquillo,€3.00m,Right-Back,"May 5, 1994 (28)",Spain,"1,78m",right,"Jul 21, 2017","Jun 30, 2024"
Harrison Ashby,€1.00m,Right-Back,"Nov 14, 2001 (21)",Scotland,"1,79m",right,"Jan 31, 2023",-
Bruno Guimarães,€60.00m,Defensive Midfield,"Nov 16, 1997 (25)",Brazil,"1,82m",right,"Jan 30, 2022","Jun 30, 2026"
Joe Willock,€30.00m,Central Midfield,"Aug 20, 1999 (23)",England,"1,86m",right,"Aug 13, 2021","Jun 30, 2027"
Sean Longstaff,€22.00m,Central Midfield,"Oct 30, 1997 (25)",England,"1,81m",right,"Jan 1, 2019","Jun 30, 2025"
Matty Longstaff,€1.50m,Central Midfield,"Mar 21, 2000 (23)",England,"1,71m",right,"Jul 1, 2019","Jun 30, 2023"
Matt Ritchie,€1.80m,Right Midfield,"Sep 10, 1989 (33)",Scotland,"1,73m",left,"Jul 1, 2016","Jun 30, 2023"
Joelinton,€38.00m,Attacking Midfield,"Aug 14, 1996 (26)",Brazil,"1,86m",right,"Jul 23, 2019","Jun 30, 2025"
Elliot Anderson,€3.50m,Attacking Midfield,"Nov 6, 2002 (20)",Scotland,"1,79m",right,"Jul 1, 2022","Jun 30, 2026"
Anthony Gordon,€40.00m,Left Winger,"Feb 24, 2001 (22)",England,"1,82m",right,"Jan 29, 2023",-
Allan Saint-Maximin,€35.00m,Left Winger,"Mar 12, 1997 (26)",France,"1,73m",right,"Aug 2, 2019","Jun 30, 2026"
Ryan Fraser,€8.00m,Left Winger,"Feb 24, 1994 (29)",Scotland,"1,63m",right,"Sep 7, 2020","Jun 30, 2025"
Miguel Almirón,€35.00m,Right Winger,"Feb 10, 1994 (29)",Paraguay,"1,74m",left,"Jan 31, 2019","Jun 30, 2026"
Jacob Murphy,€10.00m,Right Winger,"Feb 24, 1995 (28)",England,"1,73m",right,"Jul 19, 2017","Jun 30, 2027"
Alexander Isak,€50.00m,Centre-Forward,"Sep 21, 1999 (23)",Sweden,"1,92m",right,"Aug 26, 2022","Jun 30, 2028"
Callum Wilson,€18.00m,Centre-Forward,"Feb 27, 1992 (31)",England,"1,80m",right,"Sep 7, 2020","Jun 30, 2024"
