name,price,position,dob,nationality,height,foot,join_date,contract_expiration,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Ashley Young,€1.00m,Right-Back,"Jul 9, 1985 (37)",England,"1,75m",both,"Jul 1, 2021","Jun 30, 2023",1452.0,21,16,39.0,20.0,28.0,10.0,1.0,9.0,17.0,49.0,0.0,33.0,29.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,20.0,1.0,0.0,1.0,0.0,100.0,11.0,11.0,296.0,335.0,278.0,347.0,57.0,132.0,0.0,0.7,12.0,56.0,15.0,4.0,79.0,62.0,370.0,481.0,184.0,4.0,15.0,7.0,6.0,493.0,2145.0,1000.0,18.0,14.0,3.0,10.0,4.0,1.0,9.0,2.0,0.11,27.2,0.0,0.0,0.0,0.2
Boubacar Kamara,€25.00m,Defensive Midfield,"Nov 23, 1999 (23)",France,"1,84m",right,"Jul 1, 2022","Jun 30, 2027",1569.0,20,19,49.0,23.0,21.0,20.0,8.0,11.0,17.0,24.0,2.0,22.0,18.0,0.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,112.0,21.0,16.0,368.0,411.0,280.0,308.0,65.0,91.0,1.0,0.7,7.0,58.0,6.0,0.0,80.0,58.0,326.0,621.0,121.0,8.0,27.0,11.0,10.0,571.0,2297.0,1065.0,14.0,9.0,0.0,16.0,11.0,0.0,4.0,1.0,0.0,29.7,0.0,0.0,0.0,0.2
Leander Dendoncker,€17.00m,Defensive Midfield,"Apr 15, 1995 (27)",Belgium,"1,88m",right,"Sep 1, 2022",-,369.0,14,3,11.0,4.0,8.0,2.0,1.0,3.0,6.0,6.0,0.0,7.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,7.0,70.0,76.0,53.0,59.0,6.0,10.0,0.0,0.1,5.0,10.0,0.0,0.0,10.0,12.0,56.0,113.0,31.0,5.0,4.0,2.0,2.0,88.0,386.0,178.0,1.0,4.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0
Leander Dendoncker,€17.00m,Defensive Midfield,"Apr 15, 1995 (27)",Belgium,"1,88m",right,"Sep 1, 2022",-,214.0,4,2,4.0,2.0,0.0,3.0,1.0,0.0,9.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,5.0,45.0,50.0,32.0,32.0,8.0,8.0,0.0,0.0,2.0,4.0,1.0,1.0,6.0,6.0,33.0,75.0,21.0,5.0,2.0,1.0,1.0,60.0,205.0,77.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,16.7,0.0,0.0,0.0,0.7
Douglas Luiz,€35.00m,Central Midfield,"May 9, 1998 (24)",Brazil,"1,77m",right,"Jul 25, 2019","Jun 30, 2026",2126.0,28,24,51.0,28.0,23.0,19.0,9.0,5.0,33.0,15.0,1.0,72.0,45.0,20.0,3.0,1.0,1.0,2.0,9.0,6.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,37.0,28.0,2.0,0.0,0.0,0.0,147.0,21.0,18.0,483.0,535.0,496.0,568.0,111.0,198.0,5.0,2.2,34.0,80.0,14.0,3.0,104.0,54.0,413.0,879.0,326.0,15.0,33.0,19.0,9.0,863.0,4614.0,2165.0,35.0,28.0,4.0,23.0,22.0,3.0,25.0,9.0,0.12,25.0,4.0,0.0,0.0,1.9
Jacob Ramsey,€32.00m,Central Midfield,"May 28, 2001 (21)",England,"1,80m",right,"Jul 1, 2020","Jun 30, 2027",1846.0,26,22,57.0,36.0,21.0,27.0,9.0,7.0,19.0,24.0,0.0,57.0,48.0,0.0,3.0,1.0,4.0,1.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,25.0,33.0,1.0,0.0,1.0,1.0,107.0,13.0,26.0,342.0,386.0,167.0,203.0,29.0,38.0,3.0,1.6,25.0,57.0,19.0,0.0,78.0,44.0,184.0,479.0,295.0,54.0,41.0,15.0,16.0,547.0,3648.0,1834.0,64.0,46.0,14.0,47.0,23.0,3.0,18.0,8.0,0.17,17.7,0.0,0.0,0.0,2.1
John McGinn,€27.00m,Central Midfield,"Oct 18, 1994 (28)",Scotland,"1,78m",left,"Aug 8, 2018","Jun 30, 2025",1883.0,25,21,51.0,29.0,22.0,25.0,4.0,4.0,18.0,12.0,0.0,53.0,39.0,5.0,2.0,3.0,3.0,1.0,7.0,5.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,25.0,35.0,0.0,2.0,0.0,0.0,118.0,16.0,14.0,274.0,319.0,229.0,275.0,78.0,122.0,2.0,2.5,13.0,83.0,14.0,4.0,96.0,28.0,166.0,571.0,261.0,29.0,42.0,29.0,8.0,578.0,2681.0,1155.0,18.0,25.0,4.0,39.0,25.0,1.0,30.0,8.0,0.03,23.1,0.0,0.0,0.0,1.9
Leon Bailey,€25.00m,Left Winger,"Aug 9, 1997 (25)",Jamaica,"1,78m",left,"Aug 4, 2021","Jun 30, 2025",1708.0,28,22,11.0,5.0,4.0,6.0,1.0,0.0,5.0,10.0,0.0,50.0,32.0,2.0,8.0,6.0,2.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,28.0,15.0,8.0,0.0,1.0,0.0,61.0,21.0,41.0,167.0,216.0,90.0,142.0,34.0,71.0,3.0,3.4,23.0,18.0,19.0,14.0,26.0,13.0,78.0,245.0,412.0,75.0,94.0,34.0,49.0,464.0,3593.0,1508.0,75.0,29.0,32.0,41.0,51.0,4.0,46.0,13.0,0.09,18.1,2.0,0.0,0.0,4.9
Philippe Coutinho,€14.00m,Left Winger,"Jun 12, 1992 (30)",Brazil,"1,72m",right,"Jul 1, 2022","Jun 30, 2026",788.0,20,7,19.0,14.0,8.0,8.0,3.0,1.0,4.0,2.0,0.0,24.0,19.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,14.0,2.0,0.0,0.0,0.0,41.0,3.0,13.0,180.0,210.0,82.0,112.0,17.0,36.0,0.0,0.8,8.0,30.0,8.0,2.0,48.0,2.0,34.0,259.0,213.0,24.0,34.0,14.0,15.0,309.0,1747.0,739.0,18.0,28.0,5.0,23.0,17.0,1.0,21.0,8.0,0.05,21.6,2.0,0.0,0.0,1.4
Bertrand Traoré,€14.00m,Right Winger,"Sep 6, 1995 (27)",Burkina Faso,"1,81m",left,"Sep 19, 2020","Jun 30, 2024",59.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,7.0,8.0,10.0,1.0,1.0,0.0,0.1,1.0,0.0,3.0,2.0,2.0,0.0,1.0,9.0,22.0,4.0,2.0,1.0,1.0,22.0,176.0,100.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,0.25,19.1,0.0,0.0,0.0,0.2
Ollie Watkins,€32.00m,Centre-Forward,"Dec 30, 1995 (27)",England,"1,80m",right,"Sep 9, 2020","Jun 30, 2025",2323.0,28,27,14.0,9.0,2.0,9.0,3.0,2.0,8.0,28.0,0.0,60.0,41.0,0.0,4.0,9.0,6.0,0.0,10.0,5.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,19.0,29.0,13.0,0.0,0.0,0.0,53.0,52.0,82.0,204.0,269.0,70.0,99.0,10.0,13.0,5.0,2.1,23.0,22.0,12.0,1.0,32.0,32.0,68.0,294.0,369.0,123.0,51.0,14.0,26.0,376.0,2070.0,980.0,41.0,24.0,24.0,67.0,32.0,11.0,62.0,35.0,0.16,12.5,0.0,1.0,1.0,11.5
Jhon Durán,€12.00m,Centre-Forward,"Dec 13, 2003 (19)",Colombia,"1,85m",left,"Jan 23, 2023",-,83.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0,5.0,5.0,7.0,6.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,19.0,18.0,5.0,1.0,1.0,0.0,22.0,128.0,97.0,2.0,3.0,1.0,4.0,2.0,0.0,7.0,2.0,0.0,19.8,0.0,0.0,0.0,0.6
Aaron Ramsdale,€38.00m,Goalkeeper,"May 14, 1998 (24)",England,"1,90m",right,"Aug 20, 2021","Jun 30, 2025",2610.0,29,29,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,140.0,146.0,274.0,280.0,147.0,384.0,0.0,0.0,0.0,21.0,2.0,0.0,7.0,634.0,852.0,22.0,0.0,0.0,1.0,1.0,0.0,540.0,2906.0,1794.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Matt Turner,€5.00m,Goalkeeper,"Jun 24, 1994 (28)",United States,"1,91m",right,"Jul 1, 2022","Jun 30, 2025",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Saliba,€55.00m,Centre-Back,"Mar 24, 2001 (22)",France,"1,92m",right,"Jul 25, 2019","Jun 30, 2024",2415.0,27,27,34.0,20.0,23.0,9.0,2.0,10.0,19.0,85.0,4.0,14.0,11.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,13.0,0.0,0.0,2.0,1.0,206.0,53.0,43.0,715.0,767.0,844.0,905.0,108.0,144.0,1.0,0.3,6.0,111.0,3.0,0.0,99.0,174.0,905.0,1094.0,64.0,15.0,11.0,8.0,1.0,1323.0,6658.0,3908.0,13.0,14.0,1.0,15.0,6.0,2.0,6.0,3.0,0.33,13.8,0.0,0.0,0.0,0.9
Jakub Kiwior,€20.00m,Centre-Back,"Feb 15, 2000 (23)",Poland,"1,89m",left,"Jan 23, 2023","Jun 30, 2028",5.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Rob Holding,€10.00m,Centre-Back,"Sep 20, 1995 (27)",England,"1,89m",right,"Jul 22, 2016","Jun 30, 2024",200.0,9,2,4.0,3.0,2.0,2.0,0.0,1.0,0.0,10.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,12.0,5.0,52.0,57.0,55.0,59.0,18.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,14.0,67.0,96.0,5.0,1.0,1.0,1.0,0.0,106.0,481.0,315.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0
Oleksandr Zinchenko,€40.00m,Left-Back,"Dec 15, 1996 (26)",Ukraine,"1,75m",left,"Jul 22, 2022","Jun 30, 2026",1738.0,22,21,35.0,16.0,14.0,13.0,8.0,1.0,18.0,26.0,2.0,48.0,43.0,0.0,0.0,3.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,129.0,42.0,15.0,696.0,752.0,564.0,647.0,86.0,120.0,2.0,2.2,18.0,159.0,35.0,4.0,192.0,51.0,361.0,877.0,543.0,30.0,20.0,13.0,6.0,1057.0,6048.0,3350.0,62.0,58.0,7.0,16.0,14.0,1.0,24.0,6.0,0.04,22.4,0.0,0.0,0.0,1.3
Kieran Tierney,€25.00m,Left-Back,"Jun 5, 1997 (25)",Scotland,"1,80m",left,"Aug 8, 2019","Jun 30, 2026",531.0,20,4,11.0,6.0,6.0,4.0,1.0,1.0,9.0,15.0,0.0,11.0,9.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,31.0,2.0,12.0,110.0,127.0,128.0,156.0,24.0,49.0,1.0,0.4,4.0,28.0,6.0,1.0,29.0,17.0,95.0,195.0,129.0,8.0,6.0,1.0,2.0,238.0,1398.0,650.0,19.0,11.0,1.0,5.0,0.0,0.0,5.0,2.0,0.0,25.2,0.0,0.0,0.0,0.3
Ben White,€50.00m,Right-Back,"Oct 8, 1997 (25)",England,"1,86m",right,"Jul 30, 2021","Jun 30, 2026",2245.0,29,27,49.0,28.0,19.0,24.0,6.0,7.0,16.0,62.0,0.0,56.0,48.0,7.0,0.0,0.0,1.0,0.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,24.0,1.0,0.0,0.0,0.0,106.0,25.0,33.0,671.0,738.0,640.0,733.0,88.0,167.0,3.0,2.8,21.0,174.0,33.0,10.0,196.0,67.0,398.0,1005.0,547.0,36.0,25.0,6.0,13.0,1117.0,5077.0,2727.0,52.0,35.0,2.0,23.0,6.0,2.0,8.0,2.0,0.25,17.6,0.0,0.0,0.0,1.3
Takehiro Tomiyasu,€25.00m,Right-Back,"Nov 5, 1998 (24)",Japan,"1,88m",right,"Aug 31, 2021","Jun 30, 2025",663.0,21,6,27.0,18.0,12.0,10.0,5.0,0.0,14.0,15.0,1.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,42.0,17.0,20.0,173.0,200.0,171.0,199.0,30.0,56.0,1.0,0.2,4.0,41.0,6.0,2.0,51.0,26.0,138.0,293.0,130.0,17.0,4.0,1.0,2.0,311.0,1380.0,624.0,14.0,7.0,1.0,7.0,4.0,0.0,3.0,0.0,0.0,12.1,0.0,0.0,0.0,0.2
Thomas Partey,€38.00m,Defensive Midfield,"Jun 13, 1993 (29)",Ghana,"1,85m",right,"Oct 5, 2020","Jun 30, 2025",1920.0,24,22,53.0,31.0,13.0,28.0,12.0,5.0,23.0,34.0,1.0,61.0,52.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,14.0,0.0,0.0,0.0,0.0,185.0,27.0,19.0,620.0,683.0,562.0,631.0,146.0,198.0,0.0,1.9,22.0,184.0,19.0,2.0,176.0,57.0,322.0,1123.0,363.0,19.0,33.0,24.0,7.0,1097.0,5231.0,2780.0,22.0,29.0,1.0,28.0,15.0,3.0,25.0,4.0,0.12,19.9,0.0,0.0,0.0,2.0
Jorginho,€35.00m,Defensive Midfield,"Dec 20, 1991 (31)",Italy,"1,78m",right,"Jan 31, 2023","Jun 30, 2024",1279.0,18,15,42.0,23.0,22.0,14.0,6.0,3.0,21.0,7.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,23.0,0.0,0.0,0.0,0.0,119.0,8.0,11.0,379.0,421.0,301.0,348.0,51.0,74.0,0.0,0.4,7.0,87.0,9.0,0.0,80.0,36.0,273.0,577.0,178.0,8.0,12.0,5.0,4.0,546.0,2331.0,1090.0,13.0,27.0,1.0,14.0,9.0,2.0,3.0,1.0,0.0,34.1,0.0,2.0,2.0,1.7
Jorginho,€35.00m,Defensive Midfield,"Dec 20, 1991 (31)",Italy,"1,78m",right,"Jan 31, 2023","Jun 30, 2024",386.0,7,4,9.0,5.0,2.0,6.0,1.0,1.0,4.0,3.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,29.0,7.0,7.0,126.0,144.0,125.0,142.0,29.0,38.0,0.0,0.4,3.0,38.0,7.0,0.0,53.0,10.0,73.0,222.0,81.0,7.0,4.0,1.0,3.0,231.0,969.0,482.0,7.0,6.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,20.7,0.0,0.0,0.0,0.1
Mohamed Elneny,€9.00m,Defensive Midfield,"Jul 11, 1992 (30)",Egypt,"1,79m",right,"Jan 14, 2016","Jun 30, 2024",113.0,5,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,23.0,23.0,27.0,29.0,6.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,11.0,42.0,11.0,0.0,0.0,0.0,0.0,38.0,134.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Granit Xhaka,€28.00m,Central Midfield,"Sep 27, 1992 (30)",Switzerland,"1,86m",left,"Jul 1, 2016","Jun 30, 2024",2379.0,29,28,27.0,21.0,9.0,14.0,4.0,9.0,12.0,35.0,1.0,94.0,84.0,1.0,4.0,2.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,33.0,3.0,0.0,0.0,0.0,124.0,30.0,24.0,562.0,631.0,465.0,538.0,96.0,118.0,5.0,3.6,40.0,124.0,36.0,3.0,171.0,64.0,265.0,748.0,574.0,91.0,18.0,9.0,7.0,937.0,3503.0,1763.0,34.0,33.0,8.0,28.0,20.0,5.0,30.0,8.0,0.17,17.8,3.0,0.0,0.0,2.9
