name,price,position,dob,nationality,height,foot,join_date,contract_expiration,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Samuele Birindelli,€2.30m,Right-Back,"Jul 19, 1999 (23)",Italy,"1,76m",right,"Jul 7, 2022","Jun 30, 2026",1087.0,22,13,25.0,13.0,15.0,8.0,2.0,7.0,13.0,23.0,0.0,29.0,24.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,10.0,2.0,0.0,0.0,0.0,56.0,4.0,7.0,200.0,239.0,188.0,248.0,35.0,82.0,1.0,1.1,15.0,24.0,14.0,9.0,33.0,36.0,200.0,293.0,253.0,27.0,17.0,8.0,8.0,378.0,2437.0,1286.0,45.0,27.0,7.0,20.0,10.0,0.0,13.0,4.0,0.0,16.8,0.0,0.0,0.0,1.1
Giulio Donati,€500k,Right-Back,"Feb 5, 1990 (33)",Italy,"1,78m",right,"Sep 1, 2020","Jun 30, 2023",399.0,7,4,4.0,1.0,1.0,1.0,2.0,1.0,4.0,8.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,20.0,3.0,3.0,87.0,96.0,141.0,155.0,30.0,41.0,0.0,0.1,0.0,19.0,0.0,0.0,21.0,24.0,144.0,146.0,41.0,1.0,2.0,0.0,2.0,212.0,990.0,454.0,4.0,6.0,0.0,2.0,0.0,1.0,2.0,1.0,0.5,19.2,0.0,0.0,0.0,0.4
Nicolò Rovella,€12.00m,Defensive Midfield,"Dec 4, 2001 (21)",Italy,"1,79m",right,"Aug 31, 2022","Jun 30, 2023",1096.0,15,13,30.0,22.0,16.0,13.0,1.0,1.0,30.0,11.0,0.0,36.0,31.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,17.0,15.0,0.0,0.0,0.0,0.0,94.0,5.0,6.0,323.0,349.0,350.0,382.0,98.0,129.0,0.0,1.0,14.0,76.0,11.0,2.0,67.0,28.0,240.0,617.0,170.0,6.0,11.0,5.0,5.0,632.0,3215.0,1489.0,15.0,26.0,1.0,13.0,6.0,0.0,14.0,3.0,0.0,27.0,1.0,0.0,0.0,0.5
Nicolò Rovella,€12.00m,Defensive Midfield,"Dec 4, 2001 (21)",Italy,"1,79m",right,"Aug 31, 2022","Jun 30, 2023",27.0,3,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,8.0,11.0,12.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,17.0,9.0,0.0,2.0,2.0,0.0,21.0,125.0,66.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,0.1
Andrea Barberis,€900k,Defensive Midfield,"Dec 11, 1993 (29)",Italy,"1,77m",right,"Sep 1, 2020","Jun 30, 2023",327.0,8,3,6.0,2.0,4.0,2.0,0.0,0.0,8.0,1.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,66.0,74.0,63.0,73.0,7.0,10.0,1.0,0.2,3.0,15.0,1.0,1.0,13.0,6.0,38.0,122.0,31.0,2.0,0.0,0.0,0.0,99.0,485.0,253.0,3.0,7.0,1.0,3.0,6.0,0.0,2.0,0.0,0.0,26.7,0.0,0.0,0.0,0.1
Matteo Pessina,€14.00m,Central Midfield,"Apr 21, 1997 (25)",Italy,"1,87m",left,"Jul 6, 2022","Jun 30, 2023",2063.0,25,24,38.0,24.0,16.0,16.0,6.0,9.0,25.0,21.0,1.0,51.0,43.0,1.0,1.0,0.0,4.0,2.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,28.0,39.0,1.0,0.0,0.0,0.0,148.0,29.0,22.0,563.0,625.0,490.0,539.0,89.0,125.0,2.0,1.7,19.0,115.0,28.0,2.0,142.0,49.0,349.0,928.0,378.0,39.0,44.0,28.0,13.0,1002.0,5744.0,2631.0,60.0,32.0,5.0,47.0,28.0,3.0,19.0,4.0,0.05,19.5,0.0,2.0,2.0,3.6
Stefano Sensi,€8.00m,Central Midfield,"Aug 5, 1995 (27)",Italy,"1,68m",right,"Jul 2, 2022","Jun 30, 2023",1392.0,21,18,39.0,25.0,24.0,12.0,3.0,2.0,16.0,3.0,0.0,57.0,34.0,16.0,0.0,2.0,4.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,16.0,42.0,2.0,1.0,0.0,0.0,106.0,8.0,8.0,407.0,451.0,409.0,446.0,116.0,168.0,0.0,2.2,20.0,114.0,18.0,3.0,130.0,19.0,244.0,750.0,266.0,10.0,25.0,9.0,9.0,780.0,3948.0,1714.0,24.0,28.0,2.0,26.0,15.0,3.0,17.0,7.0,0.18,24.2,3.0,0.0,0.0,1.3
Andrea Colpani,€2.50m,Central Midfield,"May 11, 1999 (23)",Italy,"1,84m",left,"Jul 1, 2022","Jun 30, 2026",569.0,20,4,10.0,6.0,6.0,2.0,2.0,2.0,3.0,3.0,0.0,21.0,15.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,41.0,4.0,9.0,107.0,121.0,75.0,88.0,21.0,39.0,0.0,1.0,11.0,19.0,9.0,2.0,33.0,3.0,36.0,162.0,167.0,23.0,23.0,10.0,9.0,239.0,1433.0,669.0,17.0,20.0,4.0,16.0,9.0,2.0,18.0,5.0,0.11,19.2,0.0,0.0,0.0,1.5
Filippo Ranocchia,€1.80m,Central Midfield,"May 14, 2001 (21)",Italy,"1,86m",both,"Jul 21, 2022","Jun 30, 2023",530.0,14,5,11.0,6.0,5.0,4.0,2.0,1.0,4.0,7.0,0.0,19.0,8.0,4.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,32.0,2.0,6.0,81.0,93.0,83.0,98.0,32.0,49.0,0.0,0.4,7.0,23.0,7.0,1.0,26.0,14.0,70.0,174.0,90.0,4.0,15.0,8.0,3.0,213.0,1365.0,656.0,13.0,18.0,0.0,10.0,10.0,1.0,19.0,8.0,0.05,25.2,5.0,0.0,0.0,1.2
Mattia Valoti,€1.70m,Central Midfield,"Sep 6, 1993 (29)",Italy,"1,87m",right,"Jul 1, 2022","Jun 30, 2025",270.0,10,2,10.0,6.0,3.0,6.0,1.0,3.0,2.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0,13.0,9.0,8.0,40.0,44.0,29.0,37.0,7.0,11.0,0.0,0.0,2.0,13.0,1.0,0.0,12.0,5.0,33.0,83.0,21.0,3.0,3.0,1.0,1.0,68.0,387.0,137.0,4.0,2.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,9.2,0.0,0.0,0.0,0.1
Samuele Vignato,€600k,Attacking Midfield,"Feb 24, 2004 (19)",Italy,"1,72m",right,"Aug 11, 2021","Jun 30, 2025",18.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,3.0,2.0,1.0,1.0,12.0,67.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Patrick Ciurria,€3.50m,Right Winger,"Feb 9, 1995 (28)",Italy,"1,78m",both,"Jul 31, 2021","Jun 30, 2024",1875.0,26,21,25.0,14.0,16.0,8.0,1.0,2.0,3.0,24.0,0.0,49.0,34.0,7.0,1.0,5.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22.0,26.0,7.0,0.0,0.0,0.0,87.0,7.0,10.0,391.0,442.0,275.0,347.0,53.0,99.0,4.0,2.6,29.0,44.0,26.0,13.0,59.0,30.0,276.0,486.0,389.0,36.0,28.0,5.0,19.0,595.0,3125.0,1409.0,41.0,33.0,5.0,39.0,11.0,4.0,35.0,16.0,0.11,20.1,0.0,0.0,0.0,3.9
Marco D'Alessandro,€900k,Right Winger,"Feb 17, 1991 (32)",Italy,"1,73m",right,"Jan 27, 2021","Jun 30, 2023",290.0,8,3,4.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,9.0,1.0,0.0,0.0,0.0,19.0,2.0,2.0,50.0,57.0,23.0,36.0,4.0,9.0,0.0,0.1,3.0,4.0,0.0,0.0,3.0,1.0,37.0,55.0,52.0,10.0,5.0,1.0,3.0,80.0,713.0,329.0,14.0,4.0,5.0,4.0,5.0,0.0,4.0,1.0,0.0,16.1,0.0,0.0,0.0,0.3
Gianluca Caprari,€9.00m,Second Striker,"Jul 30, 1993 (29)",Italy,"1,71m",right,"Jul 21, 2022","Jun 30, 2023",1877.0,28,25,14.0,6.0,3.0,9.0,2.0,1.0,7.0,3.0,0.0,54.0,40.0,8.0,2.0,3.0,1.0,0.0,11.0,8.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,32.0,40.0,9.0,0.0,0.0,0.0,79.0,5.0,15.0,391.0,442.0,191.0,247.0,53.0,77.0,2.0,2.1,22.0,39.0,17.0,4.0,60.0,7.0,93.0,509.0,469.0,86.0,68.0,25.0,37.0,701.0,4252.0,1990.0,77.0,36.0,33.0,65.0,24.0,4.0,40.0,9.0,0.08,19.0,0.0,1.0,1.0,4.5
Andrea Petagna,€10.00m,Centre-Forward,"Jun 30, 1995 (27)",Italy,"1,90m",left,"Aug 12, 2022","Jun 30, 2023",1316.0,23,16,7.0,5.0,2.0,3.0,2.0,4.0,2.0,16.0,0.0,32.0,25.0,0.0,2.0,4.0,1.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,16.0,24.0,7.0,1.0,0.0,0.0,40.0,28.0,26.0,160.0,195.0,71.0,106.0,16.0,24.0,4.0,1.8,24.0,17.0,8.0,0.0,28.0,18.0,44.0,276.0,218.0,77.0,33.0,18.0,9.0,309.0,1845.0,490.0,18.0,9.0,10.0,52.0,35.0,2.0,27.0,9.0,0.04,12.7,0.0,1.0,1.0,4.2
Dany Mota,€5.50m,Centre-Forward,"May 2, 1998 (24)",Portugal,"1,80m",right,"Jul 1, 2020","Jun 30, 2024",1204.0,20,12,5.0,4.0,0.0,2.0,3.0,1.0,2.0,15.0,0.0,40.0,30.0,0.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,14.0,22.0,12.0,1.0,0.0,0.0,41.0,21.0,38.0,160.0,204.0,85.0,120.0,12.0,21.0,0.0,1.5,18.0,11.0,8.0,4.0,19.0,16.0,40.0,240.0,255.0,58.0,44.0,20.0,16.0,342.0,2470.0,999.0,48.0,24.0,19.0,53.0,26.0,3.0,17.0,5.0,0.18,11.1,0.0,0.0,0.0,3.8
Christian Gytkjaer,€1.00m,Centre-Forward,"May 6, 1990 (32)",Denmark,"1,85m",right,"Aug 1, 2020","Jun 30, 2023",521.0,19,3,6.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,9.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,10.0,0.0,0.0,0.0,9.0,9.0,19.0,38.0,54.0,17.0,25.0,3.0,3.0,0.0,0.1,3.0,3.0,2.0,0.0,6.0,2.0,5.0,76.0,68.0,24.0,5.0,3.0,2.0,78.0,255.0,53.0,1.0,2.0,2.0,16.0,5.0,1.0,12.0,5.0,0.08,11.7,1.0,0.0,0.0,3.1
Vanja Milinković-Savić,€3.50m,Goalkeeper,"Feb 20, 1997 (26)",Serbia,"2,02m",right,"Jul 1, 2017","Jun 30, 2024",2520.0,28,28,2.0,1.0,2.0,0.0,0.0,0.0,1.0,14.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,41.0,9.0,1.0,88.0,89.0,373.0,380.0,286.0,786.0,0.0,0.1,0.0,67.0,2.0,0.0,0.0,953.0,1312.0,16.0,1.0,1.0,0.0,0.0,0.0,840.0,5453.0,3103.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Etrit Berisha,€600k,Goalkeeper,"Mar 10, 1989 (34)",Albania,"1,94m",left,"Jul 1, 2022","Jun 30, 2024",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Gemello,€300k,Goalkeeper,"Jul 3, 2000 (22)",Italy,"1,90m",right,"Jul 1, 2019","Jun 30, 2023",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Fiorenza,€25k,Goalkeeper,"Jun 15, 2003 (19)",Italy,"1,95m",right,"Jul 1, 2022","Jun 30, 2026",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perr Schuurs,€20.00m,Centre-Back,"Nov 26, 1999 (23)",Netherlands,"1,91m",right,"Aug 18, 2022","Jun 30, 2026",1716.0,22,21,35.0,17.0,20.0,11.0,4.0,12.0,22.0,79.0,0.0,14.0,11.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,27.0,3.0,1.0,0.0,0.0,0.0,122.0,48.0,41.0,211.0,238.0,454.0,491.0,68.0,96.0,2.0,0.5,5.0,21.0,2.0,0.0,46.0,111.0,551.0,480.0,48.0,13.0,10.0,6.0,3.0,513.0,2508.0,1147.0,8.0,10.0,0.0,18.0,7.0,0.0,10.0,1.0,0.0,13.4,1.0,0.0,0.0,0.6
Alessandro Buongiorno,€8.00m,Centre-Back,"Jun 6, 1999 (23)",Italy,"1,94m",left,"Jul 1, 2018","Jun 30, 2025",1833.0,24,20,26.0,15.0,15.0,11.0,0.0,14.0,40.0,67.0,2.0,15.0,10.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,47.0,22.0,0.0,0.0,0.0,0.0,116.0,65.0,24.0,369.0,416.0,413.0,469.0,36.0,69.0,1.0,0.8,4.0,57.0,3.0,2.0,57.0,101.0,524.0,656.0,74.0,22.0,10.0,4.0,5.0,633.0,2987.0,1572.0,8.0,13.0,1.0,27.0,6.0,0.0,15.0,0.0,0.0,9.3,0.0,0.0,0.0,1.5
David Zima,€5.50m,Centre-Back,"Nov 8, 2000 (22)",Czech Republic,"1,90m",right,"Aug 31, 2021","Jun 30, 2025",406.0,9,4,9.0,5.0,5.0,4.0,0.0,2.0,9.0,11.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,24.0,15.0,9.0,60.0,77.0,73.0,86.0,12.0,20.0,0.0,0.0,2.0,6.0,3.0,0.0,12.0,20.0,114.0,121.0,12.0,5.0,1.0,1.0,0.0,111.0,541.0,279.0,3.0,2.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,12.0,0.0,0.0,0.0,0.8
Ricardo Rodríguez,€3.50m,Centre-Back,"Aug 25, 1992 (30)",Switzerland,"1,80m",left,"Sep 1, 2020","Jun 30, 2024",1862.0,25,20,41.0,24.0,24.0,12.0,5.0,11.0,26.0,42.0,0.0,43.0,34.0,7.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,113.0,24.0,25.0,454.0,496.0,442.0,504.0,91.0,177.0,0.0,1.9,22.0,86.0,18.0,8.0,101.0,90.0,498.0,684.0,217.0,10.0,9.0,5.0,4.0,773.0,4081.0,2186.0,31.0,42.0,4.0,11.0,8.0,0.0,7.0,2.0,0.0,24.4,1.0,0.0,0.0,0.3
Koffi Djidji,€3.00m,Centre-Back,"Nov 30, 1992 (30)",Cote d'Ivoire,"1,84m",right,"Jul 1, 2019","Jun 30, 2023",1836.0,25,20,37.0,19.0,26.0,10.0,1.0,10.0,28.0,56.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,3.0,1.0,0.0,2.0,0.0,100.0,33.0,39.0,376.0,404.0,433.0,476.0,80.0,137.0,0.0,0.2,2.0,70.0,3.0,2.0,69.0,95.0,533.0,627.0,81.0,8.0,3.0,3.0,0.0,671.0,2312.0,1004.0,6.0,7.0,0.0,5.0,6.0,1.0,8.0,4.0,0.13,12.2,0.0,0.0,0.0,0.9
Valentino Lazaro,€6.50m,Right-Back,"Mar 24, 1996 (27)",Austria,"1,80m",right,"Aug 1, 2022","Jun 30, 2023",1101.0,16,13,9.0,5.0,6.0,0.0,3.0,3.0,2.0,21.0,0.0,43.0,26.0,13.0,2.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,3.0,1.0,0.0,1.0,0.0,75.0,10.0,11.0,268.0,305.0,203.0,265.0,49.0,102.0,3.0,2.4,23.0,38.0,17.0,9.0,61.0,30.0,156.0,334.0,330.0,22.0,28.0,14.0,9.0,394.0,1969.0,1063.0,38.0,22.0,8.0,15.0,4.0,0.0,7.0,2.0,0.0,14.0,0.0,0.0,0.0,0.4
