name,price,position,dob,nationality,height,foot,join_date,contract_expiration,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Jens Cajuste,€4.50m,Defensive Midfield,"Aug 10, 1999 (23)",Sweden,"1,88m",right,"Jan 10, 2022","Jun 30, 2026",1002.0,22,8,39.0,19.0,21.0,11.0,7.0,5.0,15.0,15.0,0.0,34.0,26.0,0.0,2.0,1.0,1.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,26.0,23.0,0.0,0.0,0.0,0.0,73.0,10.0,13.0,166.0,203.0,156.0,190.0,44.0,63.0,1.0,0.6,10.0,43.0,8.0,0.0,63.0,31.0,166.0,337.0,151.0,29.0,41.0,15.0,17.0,456.0,2573.0,1451.0,28.0,23.0,6.0,23.0,12.0,3.0,20.0,5.0,0.15,18.8,0.0,0.0,0.0,1.2
Dion Lopy,€3.00m,Defensive Midfield,"Feb 2, 2002 (21)",Senegal,"1,86m",right,"Jul 1, 2021","Jun 30, 2026",1160.0,23,14,37.0,20.0,19.0,13.0,5.0,3.0,21.0,18.0,0.0,36.0,26.0,2.0,1.0,3.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,23.0,22.0,0.0,1.0,0.0,0.0,113.0,12.0,7.0,199.0,235.0,229.0,261.0,73.0,91.0,1.0,0.6,15.0,72.0,3.0,0.0,81.0,40.0,188.0,444.0,168.0,8.0,31.0,14.0,13.0,577.0,3595.0,1480.0,16.0,19.0,1.0,27.0,14.0,0.0,16.0,4.0,0.0,24.1,0.0,0.0,0.0,0.7
Valentin Atangana Edoa,€150k,Defensive Midfield,"Aug 25, 2005 (17)",France,-,,-,-,3.0,1,0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Kamory Doumbia,€2.50m,Attacking Midfield,"Feb 18, 2003 (20)",Mali,"1,70m",right,"Jul 1, 2022","Jun 30, 2025",910.0,20,11,22.0,11.0,6.0,10.0,6.0,1.0,12.0,1.0,0.0,36.0,30.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,61.0,7.0,16.0,147.0,174.0,129.0,154.0,17.0,32.0,2.0,1.2,16.0,49.0,10.0,1.0,62.0,7.0,65.0,277.0,186.0,31.0,26.0,13.0,12.0,390.0,2236.0,966.0,24.0,14.0,3.0,28.0,12.0,2.0,21.0,9.0,0.05,19.0,0.0,1.0,1.0,3.3
Samuel Koeberlé,€150k,Attacking Midfield,"Nov 26, 2004 (18)",France,-,,-,-,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbër Zeneli,€4.00m,Left Winger,"Feb 25, 1995 (28)",Kosovo,"1,76m",right,"Jan 26, 2019","Jun 30, 2025",902.0,19,11,9.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,0.0,44.0,28.0,7.0,6.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,3.0,0.0,0.0,0.0,51.0,3.0,8.0,165.0,201.0,80.0,111.0,17.0,42.0,2.0,2.0,21.0,23.0,17.0,0.0,48.0,5.0,47.0,199.0,305.0,51.0,53.0,15.0,33.0,395.0,2956.0,1264.0,41.0,28.0,26.0,45.0,19.0,0.0,28.0,5.0,0.0,21.2,5.0,0.0,0.0,2.0
Myziane Maolida,€1.75m,Left Winger,"Feb 14, 1999 (24)",France,"1,82m",right,"Jan 31, 2023","Jun 30, 2023",160.0,6,2,4.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,14.0,1.0,1.0,34.0,47.0,16.0,21.0,1.0,3.0,0.0,0.2,0.0,2.0,2.0,0.0,3.0,0.0,13.0,37.0,50.0,4.0,8.0,5.0,2.0,77.0,498.0,225.0,8.0,2.0,2.0,6.0,4.0,1.0,4.0,2.0,0.25,19.6,0.0,0.0,0.0,0.2
Mitchell van Bergen,€1.50m,Left Winger,"Aug 27, 1999 (23)",Netherlands,"1,70m",right,"Aug 27, 2021","Jun 30, 2025",761.0,23,5,14.0,6.0,5.0,6.0,3.0,2.0,5.0,8.0,0.0,27.0,19.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,7.0,3.0,1.0,1.0,0.0,49.0,4.0,6.0,89.0,106.0,43.0,70.0,16.0,39.0,1.0,2.1,16.0,7.0,14.0,8.0,16.0,7.0,50.0,120.0,189.0,30.0,30.0,10.0,19.0,251.0,2388.0,1229.0,42.0,36.0,13.0,16.0,8.0,0.0,22.0,10.0,0.0,19.3,0.0,0.0,0.0,1.8
Junya Ito,€10.00m,Right Winger,"Mar 9, 1993 (30)",Japan,"1,76m",right,"Jul 29, 2022","Jun 30, 2026",2044.0,25,24,32.0,17.0,12.0,11.0,9.0,1.0,7.0,3.0,0.0,99.0,70.0,10.0,11.0,3.0,4.0,1.0,11.0,8.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,14.0,30.0,18.0,0.0,0.0,0.0,100.0,15.0,13.0,249.0,331.0,174.0,273.0,38.0,94.0,5.0,6.8,47.0,38.0,56.0,15.0,94.0,5.0,108.0,381.0,565.0,79.0,100.0,44.0,42.0,786.0,5854.0,2789.0,90.0,59.0,30.0,73.0,33.0,5.0,34.0,14.0,0.15,14.6,0.0,0.0,0.0,4.9
Alexis Flips,€5.00m,Right Winger,"Jan 18, 2000 (23)",France,"1,73m",right,"Jul 1, 2021","Jun 30, 2024",1400.0,23,20,32.0,17.0,10.0,13.0,9.0,5.0,22.0,10.0,0.0,68.0,49.0,9.0,1.0,7.0,0.0,2.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,19.0,16.0,2.0,0.0,0.0,0.0,118.0,9.0,24.0,211.0,269.0,174.0,253.0,58.0,137.0,6.0,4.8,36.0,53.0,29.0,14.0,70.0,27.0,174.0,403.0,355.0,36.0,28.0,8.0,16.0,604.0,2995.0,1269.0,20.0,32.0,2.0,39.0,14.0,2.0,38.0,15.0,0.05,23.7,5.0,0.0,0.0,2.3
Folarin Balogun,€25.00m,Centre-Forward,"Jul 3, 2001 (21)",England,"1,78m",right,"Aug 3, 2022","Jun 30, 2023",2119.0,27,24,6.0,3.0,0.0,4.0,2.0,1.0,2.0,12.0,0.0,53.0,34.0,0.0,8.0,6.0,5.0,0.0,7.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,24.0,42.0,23.0,3.0,0.0,0.0,61.0,11.0,46.0,154.0,202.0,74.0,109.0,14.0,24.0,1.0,2.1,22.0,22.0,13.0,1.0,40.0,13.0,53.0,262.0,365.0,140.0,64.0,22.0,35.0,513.0,3145.0,1174.0,41.0,16.0,29.0,71.0,59.0,17.0,81.0,36.0,0.16,15.2,1.0,4.0,5.0,18.5
Kaj Sierhuis,€1.50m,Centre-Forward,"Apr 27, 1998 (24)",Netherlands,"1,80m",right,"Jan 31, 2020","Jun 30, 2024",50.0,7,0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,4.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,8.0,7.0,1.0,1.0,1.0,0.0,16.0,84.0,38.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Alexander Nübel,€10.00m,Goalkeeper,"Sep 30, 1996 (26)",Germany,"1,93m",right,"Jul 1, 2021","Jun 30, 2023",2520.0,28,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,5.0,1.0,87.0,88.0,278.0,284.0,274.0,472.0,0.0,0.3,1.0,2.0,0.0,0.0,0.0,756.0,891.0,5.0,0.0,0.0,0.0,0.0,0.0,637.0,3164.0,1912.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Thomas Didillon,€1.20m,Goalkeeper,"Nov 28, 1995 (27)",France,"1,93m",left,"Jul 20, 2022","Jun 30, 2023",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Disasi,€25.00m,Centre-Back,"Mar 11, 1998 (25)",France,"1,90m",right,"Aug 7, 2020","Jun 30, 2025",2430.0,28,27,25.0,17.0,11.0,10.0,4.0,24.0,45.0,86.0,1.0,21.0,19.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,175.0,71.0,29.0,382.0,432.0,684.0,765.0,149.0,241.0,3.0,1.5,8.0,166.0,11.0,3.0,159.0,173.0,612.0,1027.0,112.0,32.0,13.0,8.0,5.0,1248.0,8728.0,5267.0,50.0,34.0,4.0,12.0,11.0,2.0,15.0,3.0,0.13,14.9,0.0,0.0,1.0,2.8
Guillermo Maripán,€13.00m,Centre-Back,"May 6, 1994 (28)",Chile,"1,90m",right,"Aug 24, 2019","Jun 30, 2025",1575.0,19,18,34.0,20.0,20.0,14.0,0.0,19.0,29.0,51.0,0.0,8.0,6.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,19.0,4.0,0.0,0.0,2.0,0.0,97.0,39.0,28.0,193.0,219.0,452.0,493.0,102.0,131.0,0.0,0.2,2.0,40.0,1.0,0.0,44.0,112.0,465.0,560.0,27.0,20.0,6.0,1.0,4.0,744.0,3508.0,1672.0,3.0,4.0,0.0,7.0,4.0,3.0,14.0,5.0,0.21,10.8,0.0,0.0,0.0,1.4
Malang Sarr,€8.00m,Centre-Back,"Jan 23, 1999 (24)",France,"1,83m",left,"Aug 10, 2022","Jun 30, 2023",716.0,13,8,6.0,3.0,5.0,1.0,0.0,7.0,15.0,29.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,49.0,15.0,9.0,120.0,131.0,258.0,274.0,74.0,95.0,0.0,0.2,1.0,55.0,1.0,0.0,59.0,54.0,210.0,366.0,17.0,1.0,4.0,2.0,2.0,457.0,2591.0,1656.0,5.0,7.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
Chrislain Matsima,€4.00m,Centre-Back,"May 15, 2002 (20)",France,"1,93m",right,"Jul 1, 2020","Jun 30, 2025",227.0,6,2,0.0,0.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,34.0,36.0,62.0,68.0,8.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,25.0,90.0,51.0,4.0,3.0,0.0,0.0,0.0,114.0,599.0,310.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.5,0.0,0.0,0.0,0.1
Chrislain Matsima,€4.00m,Centre-Back,"May 15, 2002 (20)",France,"1,93m",right,"Jul 1, 2020","Jun 30, 2025",127.0,2,2,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,50.0,58.0,45.0,51.0,3.0,4.0,1.0,0.3,1.0,11.0,4.0,0.0,16.0,6.0,26.0,69.0,33.0,1.0,1.0,1.0,0.0,94.0,378.0,156.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Yllan Okou,€300k,Centre-Back,"Dec 23, 2002 (20)",France,"1,89m",left,-,"Jun 30, 2025",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismail Jakobs,€7.00m,Left-Back,"Aug 17, 1999 (23)",Senegal,"1,84m",left,"Jul 12, 2021","Jun 30, 2026",649.0,23,5,5.0,2.0,3.0,2.0,0.0,1.0,4.0,7.0,0.0,20.0,15.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,27.0,23.0,20.0,160.0,201.0,93.0,145.0,20.0,50.0,2.0,1.0,7.0,25.0,11.0,8.0,32.0,12.0,76.0,227.0,192.0,28.0,6.0,2.0,3.0,328.0,2079.0,974.0,29.0,23.0,7.0,9.0,4.0,0.0,10.0,4.0,0.0,15.0,1.0,0.0,0.0,0.7
Vanderson,€18.00m,Right-Back,"Jun 21, 2001 (21)",Brazil,"1,73m",right,"Jan 1, 2022","Jun 30, 2027",1431.0,22,15,54.0,30.0,19.0,25.0,10.0,5.0,34.0,22.0,1.0,37.0,29.0,4.0,1.0,2.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,13.0,1.0,0.0,0.0,0.0,103.0,17.0,16.0,341.0,397.0,287.0,355.0,77.0,135.0,3.0,2.3,16.0,73.0,21.0,10.0,84.0,36.0,239.0,542.0,373.0,35.0,48.0,17.0,24.0,755.0,4254.0,1920.0,34.0,25.0,5.0,22.0,15.0,0.0,19.0,5.0,0.0,20.4,0.0,0.0,0.0,1.6
Ruben Aguilar,€10.00m,Right-Back,"Apr 26, 1993 (29)",France,"1,70m",right,"Aug 6, 2019","Jun 30, 2025",868.0,16,10,16.0,6.0,7.0,4.0,5.0,0.0,14.0,23.0,1.0,15.0,12.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,13.0,1.0,0.0,0.0,0.0,56.0,10.0,13.0,246.0,274.0,205.0,247.0,25.0,50.0,0.0,1.1,2.0,42.0,10.0,5.0,67.0,33.0,162.0,329.0,211.0,20.0,9.0,4.0,4.0,459.0,2327.0,994.0,19.0,13.0,2.0,12.0,3.0,0.0,3.0,2.0,0.0,14.9,0.0,0.0,0.0,0.2
Mohamed Camara,€28.00m,Defensive Midfield,"Jan 6, 2000 (23)",Mali,"1,73m",right,"Aug 14, 2022","Jun 30, 2027",1563.0,20,18,61.0,37.0,25.0,33.0,3.0,4.0,21.0,10.0,0.0,34.0,31.0,0.0,1.0,1.0,1.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,37.0,45.0,0.0,0.0,0.0,0.0,136.0,11.0,4.0,322.0,354.0,364.0,401.0,117.0,153.0,3.0,1.1,14.0,89.0,9.0,2.0,95.0,32.0,241.0,765.0,168.0,6.0,38.0,17.0,12.0,907.0,4651.0,2102.0,22.0,19.0,1.0,26.0,19.0,0.0,20.0,5.0,0.0,28.9,0.0,0.0,0.0,0.8
Soungoutou Magassa,€500k,Defensive Midfield,"Oct 8, 2003 (19)",France,"1,88m",right,"Jul 1, 2022","Jun 30, 2024",74.0,1,0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,11.0,12.0,6.0,6.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,10.0,26.0,3.0,0.0,1.0,0.0,1.0,26.0,130.0,57.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Youssouf Fofana,€25.00m,Central Midfield,"Jan 10, 1999 (24)",France,"1,85m",right,"Jan 29, 2020","Jun 30, 2024",2289.0,27,26,64.0,31.0,26.0,33.0,5.0,3.0,33.0,27.0,0.0,54.0,48.0,0.0,5.0,0.0,1.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,39.0,28.0,2.0,0.0,0.0,1.0,190.0,23.0,17.0,473.0,573.0,446.0,508.0,120.0,174.0,1.0,2.1,23.0,137.0,24.0,0.0,173.0,47.0,267.0,1013.0,343.0,27.0,71.0,35.0,31.0,1213.0,6827.0,3321.0,58.0,61.0,6.0,40.0,36.0,1.0,30.0,6.0,0.03,22.5,1.0,0.0,0.0,2.1
Jean Lucas,€7.00m,Central Midfield,"Jun 22, 1998 (24)",Brazil,"1,79m",right,"Aug 2, 2021","Jun 30, 2026",291.0,6,3,9.0,5.0,3.0,5.0,1.0,1.0,4.0,2.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,23.0,1.0,7.0,60.0,67.0,54.0,59.0,17.0,22.0,0.0,0.2,3.0,19.0,1.0,0.0,20.0,8.0,29.0,136.0,32.0,5.0,14.0,9.0,3.0,147.0,968.0,398.0,5.0,6.0,1.0,3.0,1.0,0.0,5.0,3.0,0.0,18.3,0.0,0.0,0.0,0.6
